,,Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,*,
,,Xanthomonas campestris pv. campestris str. 8004,0,0,NC_007086,YP_245220.1,DUF2376,DUF2376,9.3,14.8,177,196,1,0,1,
,,Xanthomonas campestris pv. campestris str. 8004,0,0,NC_007086,YP_245220.1,DUF2376,DUF2376,9.3,14.8,215,248,0,1,1,
,,Haemophilus influenzae 86-028NP,0,0,NC_007146,YP_247709.1,TG_Fam1,TG_Fam1,6.7,15.3,17,29,1,0,1,
,,Haemophilus influenzae 86-028NP,0,0,NC_007146,YP_247709.1,TG_Fam1,TG_Fam1,6.7,15.3,30,46,0,0,0,
,,Haemophilus influenzae 86-028NP,0,0,NC_007146,YP_249008.1,U_TG_Cr,U_TG_Cr,0.000023,32.2,2,160,0,0,0,
,,Staphylococcus haemolyticus JCSC1435,0,0,NC_007168,YP_252706.1,TIGR01674,TIGR01674,5.8,15,738,815,0,0,0,
,,Staphylococcus haemolyticus JCSC1435,0,0,NC_007168,YP_253381.1,TG_Fam2,TG_Fam2,0.59,18.7,3,81,0,1,1,
,,Staphylococcus haemolyticus JCSC1435,0,0,NC_007168,YP_253680.1,TH_Fam3,TH_Fam3,1.7,16.5,8,59,1,0,1,
,,Staphylococcus haemolyticus JCSC1435,0,0,NC_007168,YP_253680.1,TH_Fam3,TH_Fam3,1.7,16.5,36,119,0,0,0,
,,Staphylococcus haemolyticus JCSC1435,0,0,NC_007168,YP_254262.1,DUF3647,DUF3647,7.50E-35,128,9,125,0,0,0,
,,Pseudomonas protegens Pf-5,0,0,NC_004129,YP_258349.1,FluMu_gp41,FluMu_gp41,9.90E-18,72.2,4,89,0,0,0,
,,Pseudomonas protegens Pf-5,0,0,NC_004129,YP_259130.1,FluMu_gp41,FluMu_gp41,8.20E-16,66.1,20,97,0,0,0,
,,Pseudomonas protegens Pf-5,0,0,NC_004129,YP_260855.1,DUF1789,DUF1789,1.40E-39,143.6,1,125,0,1,1,
,,Pseudomonas protegens Pf-5,0,0,NC_004129,YP_262561.1,U_TG_Spo1,U_TG_Spo1,9.3,14.7,317,396,1,1,1,
,,Pseudomonas protegens Pf-5,0,0,NC_004129,YP_262561.1,U_TG_Spo1,U_TG_Spo1,9.3,14.7,355,429,1,0,1,
,,Pseudomonas protegens Pf-5,0,0,NC_004129,YP_262561.1,U_TG_Spo1,U_TG_Spo1,9.3,14.7,403,466,0,0,0,
,,Psychrobacter arcticus 273-4,0,0,NC_007204,YP_265391.1,U_TG_Spo1,U_TG_Spo1,0.6,18.5,37,128,0,0,0,
,,Candidatus Pelagibacter ubique HTCC1062,0,0,NC_007205,YP_265563.1,TG_Fam11,TG_Fam11,1.6,17.1,44,138,0,0,0,
,,Colwellia psychrerythraea 34H,0,0,NC_003910,YP_269615.1,TG_Fam1,TG_Fam1,2.2,16.8,5,27,0,0,0,
,,Pseudomonas syringae pv. phaseolicola 1448A,0,0,NC_005773,YP_272959.1,FluMu_gp41,FluMu_gp41,3.90E-17,70.3,4,89,0,0,0,
,,Pseudomonas syringae pv. phaseolicola 1448A,0,0,NC_005773,YP_277045.1,DUF2765,DUF2765,5.00E-28,105.2,8,89,0,1,1,
,,Enterobacteria phage JK06,Escherichia coli O157:H7,neg,NC_007291,YP_277456.1,DUF1789,DUF1789,3.80E-31,116.3,1,104,1,0,1,
,,Enterobacteria phage JK06,Escherichia coli O157:H7,neg,NC_007291,YP_277456.1,TG_Fam2,TG_Fam2,7.4,15.2,7,104,0,0,0,
,,Candidatus Blochmannia pennsylvanicus str. BPEN,Camponotus pennsylvanicus,0,NC_007292,YP_277632.1,TG_Fam2,TG_Fam2,8.7,14.9,255,333,0,0,0,
,,Streptococcus pyogenes MGAS6180,0,0,NC_007296,YP_280450.1,DUF3647,DUF3647,9.70E-25,95.4,17,125,0,0,0,
,,Streptococcus pyogenes MGAS5005,0,0,NC_007297,YP_282791.1,DUF3647,DUF3647,1.30E-24,95,2,116,0,0,0,
,,Dechloromonas aromatica RCB,0,0,NC_007298,YP_283792.1,FluMu_gp41,FluMu_gp41,6.1,15.2,386,446,0,0,0,
,,Dechloromonas aromatica RCB,0,0,NC_007298,YP_284168.1,TG_Fam3,TG_Fam3,3,15.9,5,109,0,0,0,
,,Burkholderia phage phi52237,Burkholderia pseudomallei,neg,NC_007145,YP_293727.1,FluMu_gp41,FluMu_gp41,0,59.2,21,101,0,0,0,
,,Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305,0,0,NC_007350,YP_301388.1,TG_Fam2,TG_Fam2,1.5,17.4,2,83,0,1,1,
,,Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305,0,0,NC_007350,YP_302258.1,TG_Fam1,TG_Fam1,1.1,17.8,4,17,1,0,1,
,,Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305,0,0,NC_007350,YP_302258.1,TG_Fam1,TG_Fam1,1.1,17.8,20,35,0,1,1,
,,Dehalococcoides sp. CBDB1,0,0,NC_007356,YP_308220.1,TG_Fam1,TG_Fam1,5.1,15.6,1,20,1,0,1,
,,Dehalococcoides sp. CBDB1,0,0,NC_007356,YP_308220.1,TG_Fam1,TG_Fam1,5.1,15.6,66,89,0,1,1,
,,Shigella sonnei Ss046,0,0,NC_007384,YP_310786.1,DUF3356,DUF3356,2.8,16.2,176,267,1,0,1,
,,Shigella sonnei Ss046,0,0,NC_007384,YP_310786.1,DUF3356,DUF3356,2.8,16.2,466,520,0,1,1,
,,Shigella sonnei Ss046,0,0,NC_007384,YP_311295.1,Phage_lambd_GpG,Phage_lambd_GpG,0,187.4,1,126,1,0,1,
,,Shigella sonnei Ss046,0,0,NC_007384,YP_311295.1,TIGR01674,TIGR01674,0,216.4,1,136,0,0,0,
,,Shigella sonnei Ss046,0,0,NC_007384,YP_311580.1,FluMu_gp41,FluMu_gp41,0.000015,33.2,7,91,0,1,1,
,,Shigella sonnei Ss046,0,0,NC_007384,YP_312275.1,TG_Fam1,TG_Fam1,7.4,15.1,7,24,1,0,1,
,,Shigella sonnei Ss046,0,0,NC_007384,YP_312275.1,TG_Fam1,TG_Fam1,7.4,15.1,29,45,0,0,0,
,,Thiobacillus denitrificans ATCC 25259,0,0,NC_007404,YP_314546.1,DUF3647,DUF3647,2.2,16.9,109,187,0,0,0,
,,Nitrobacter winogradskyi Nb-255,0,0,NC_007406,YP_317416.1,TG_Fam9,TG_Fam9,0,204.8,1,118,0,0,0,
,,Nitrobacter winogradskyi Nb-255,0,0,NC_007406,YP_317789.1,DUF3356,DUF3356,1.20E-26,100.8,5,104,0,1,1,
,,Nitrobacter winogradskyi Nb-255,0,0,NC_007406,YP_317790.1,DUF2376,DUF2376,0,64.5,17,61,1,0,1,
,,Nitrobacter winogradskyi Nb-255,0,0,NC_007406,YP_317790.1,TIGR02216,TIGR02216,2.10E-19,77.6,3,62,0,0,0,
,,Nitrobacter winogradskyi Nb-255,0,0,NC_007406,YP_318664.1,DUF3356,DUF3356,4.30E-29,108.7,15,133,0,1,1,
,,Nitrobacter winogradskyi Nb-255,0,0,NC_007406,YP_319430.1,TG_Fam2,TG_Fam2,0.00055,28.5,20,90,1,0,1,
,,Nitrobacter winogradskyi Nb-255,0,0,NC_007406,YP_319430.1,TG_Fam9,TG_Fam9,7.60E-16,66.6,1,90,0,0,0,
,,Anabaena variabilis ATCC 29413,0,0,NC_007413,YP_321782.1,DUF2376,DUF2376,5.3,15.6,148,184,0,1,1,
,,Anabaena variabilis ATCC 29413,0,0,NC_007413,YP_325021.1,TG_Fam1,TG_Fam1,2.4,16.7,16,37,1,0,1,
,,Anabaena variabilis ATCC 29413,0,0,NC_007413,YP_325021.1,TG_Fam1,TG_Fam1,2.4,16.7,34,51,0,0,0,
,,Streptococcus agalactiae A909,0,0,NC_007432,YP_329381.1,TG_Fam3,TG_Fam3,0,252.4,1,139,0,1,1,
,,Nitrosococcus oceani ATCC 19707,0,0,NC_007484,YP_342153.1,U_Phage_TAC_13,U_Phage_TAC_13,2.7,16.7,25,112,1,0,1,
,,Nitrosococcus oceani ATCC 19707,0,0,NC_007484,YP_342153.1,U_Phage_TAC_13,U_Phage_TAC_13,2.7,16.7,139,225,0,1,1,
,,Nitrosococcus oceani ATCC 19707,0,0,NC_007484,YP_342229.1,DUF1268,DUF1268,0.34,19.7,78,124,1,1,1,
,,Nitrosococcus oceani ATCC 19707,0,0,NC_007484,YP_342229.1,DUF1268,DUF1268,0.34,19.7,118,166,1,1,1,
,,Nitrosococcus oceani ATCC 19707,0,0,NC_007484,YP_342229.1,DUF1268,DUF1268,0.34,19.7,160,208,1,1,1,
,,Nitrosococcus oceani ATCC 19707,0,0,NC_007484,YP_342229.1,DUF1268,DUF1268,0.34,19.7,202,249,1,1,1,
,,Nitrosococcus oceani ATCC 19707,0,0,NC_007484,YP_342229.1,DUF1268,DUF1268,0.34,19.7,244,291,1,1,1,
,,Nitrosococcus oceani ATCC 19707,0,0,NC_007484,YP_342229.1,DUF1268,DUF1268,0.34,19.7,286,334,1,0,1,
,,Nitrosococcus oceani ATCC 19707,0,0,NC_007484,YP_342229.1,DUF1268,DUF1268,0.34,19.7,330,374,0,0,0,
,,Nitrosococcus oceani ATCC 19707,0,0,NC_007484,YP_343245.1,U_TG_Cr,U_TG_Cr,9.5,14,41,138,0,0,0,
,,Nitrosococcus oceani ATCC 19707,0,0,NC_007484,YP_343733.1,DUF2376,DUF2376,9.2,14.9,105,143,0,1,1,
,,Nitrosococcus oceani ATCC 19707,0,0,NC_007484,YP_343868.1,TG_Fam4,TG_Fam4,2.20E-41,148.3,2,93,1,0,1,
,,Nitrosococcus oceani ATCC 19707,0,0,NC_007484,YP_343868.1,TG_Fam1,TG_Fam1,1.8,17.1,54,121,0,1,1,
,,Pseudomonas fluorescens Pf0-1,0,0,NC_007492,YP_346879.1,FluMu_gp41,FluMu_gp41,2.40E-19,77.4,7,85,1,0,1,
,,Pseudomonas fluorescens Pf0-1,0,0,NC_007492,YP_346879.1,FluMu_gp41,FluMu_gp41,2.40E-19,77.4,106,181,0,0,0,
,,Pseudomonas fluorescens Pf0-1,0,0,NC_007492,YP_346888.1,FluMu_gp41,FluMu_gp41,3.80E-17,70.4,4,89,0,0,0,
,,Burkholderia phage Bcep176,Burkholderia cepacia,neg,NC_007497,YP_355404.1,U_Phage_TAC_1,U_Phage_TAC_1,1.20E-38,140.3,6,143,0,0,0,
,,Burkholderia phage Bcep176,Burkholderia cepacia,neg,NC_007497,YP_355405.1,U_Phage_TAC_1,U_Phage_TAC_1,4.40E-39,141.7,6,143,0,0,0,
,,Lactobacillus phage Lc-Nu,Lactobacillus rhamnosus,pos,NC_007501,YP_358770.1,DUF1268,DUF1268,5.61E-43,154.3,1,114,0,0,0,
,,Carboxydothermus hydrogenoformans Z-2901,0,0,NC_007503,YP_359187.1,DUF1789,DUF1789,2.3,16.8,208,329,0,1,1,
,,Carboxydothermus hydrogenoformans Z-2901,0,0,NC_007503,YP_360828.1,TG_Fam1,TG_Fam1,7.4,15.1,78,92,1,0,1,
,,Carboxydothermus hydrogenoformans Z-2901,0,0,NC_007503,YP_360828.1,TG_Fam1,TG_Fam1,7.4,15.1,98,116,0,0,0,
,,Synechococcus sp. CC9902,0,0,NC_007513,YP_377577.1,TIGR02216,TIGR02216,7.5,15,340,378,0,0,0,
,,Desulfovibrio alaskensis G20,0,0,NC_007519,YP_387429.1,TG_Fam1,TG_Fam1,0,52.5,148,220,0,1,1,
,,Desulfovibrio alaskensis G20,0,0,NC_007519,YP_388006.1,TG_Fam1,TG_Fam1,0.45,19,3,20,1,0,1,
,,Desulfovibrio alaskensis G20,0,0,NC_007519,YP_388006.1,TG_Fam1,TG_Fam1,0.45,19,21,41,0,0,0,
,,Desulfovibrio alaskensis G20,0,0,NC_007519,YP_388379.1,TG_Fam1,TG_Fam1,0.0000000012,46.5,148,220,0,0,0,
,,Desulfovibrio alaskensis G20,0,0,NC_007519,YP_389873.1,DUF2765,DUF2765,0.3,19.4,32,105,0,1,1,
,,Thiomicrospira crunogena XCL-2,0,0,NC_007520,YP_390414.1,TG_Fam5,TG_Fam5,2.8,16.3,25,140,1,0,1,
,,Thiomicrospira crunogena XCL-2,0,0,NC_007520,YP_390414.1,TG_Fam5,TG_Fam5,2.8,16.3,169,214,0,0,0,
,,Thiomicrospira crunogena XCL-2,0,0,NC_007520,YP_390942.1,TG_Fam1,TG_Fam1,9.8,14.7,321,339,0,0,0,
,,Thiomicrospira crunogena XCL-2,0,0,NC_007520,YP_390967.1,FluMu_gp41,FluMu_gp41,0.0000033,35.3,1,68,0,0,0,
,,Thiomicrospira crunogena XCL-2,0,0,NC_007520,YP_392101.1,XkdN,XkdN,2.3,16.4,64,184,0,1,1,
,,Sulfurimonas denitrificans DSM 1251,0,0,NC_007575,YP_393971.1,DUF3647,DUF3647,0.45,19.1,92,129,1,0,1,
,,Sulfurimonas denitrificans DSM 1251,0,0,NC_007575,YP_393971.1,DUF3647,DUF3647,0.45,19.1,303,360,0,0,0,
,,Enterobacteria phage RTP,Escherichia coli,neg,NC_007603,YP_398979.1,DUF1789,DUF1789,2.70E-28,107.1,1,104,0,0,0,
,,Synechococcus elongatus PCC 7942,0,0,NC_007604,YP_399768.1,FluMu_gp41,FluMu_gp41,0,60.6,10,86,0,1,1,
,,Shigella dysenteriae Sd197,0,0,NC_007606,YP_404980.1,TG_Fam1,TG_Fam1,7.4,15.1,7,24,1,0,1,
,,Shigella dysenteriae Sd197,0,0,NC_007606,YP_404980.1,TG_Fam1,TG_Fam1,7.4,15.1,29,45,0,0,0,
,,Shigella boydii Sb227,0,0,NC_007613,YP_407277.1,FluMu_gp41,FluMu_gp41,0,55.7,9,89,0,0,0,
,,Shigella boydii Sb227,0,0,NC_007613,YP_407668.1,U_Phage_TAC_1,U_Phage_TAC_1,0,174.5,1,124,0,0,0,
,,Shigella boydii Sb227,0,0,NC_007613,YP_407839.1,FluMu_gp41,FluMu_gp41,2.9,16.3,1,66,0,1,1,
,,Shigella boydii Sb227,0,0,NC_007613,YP_408069.1,Phage_lambd_GpG,Phage_lambd_GpG,2.80E-45,161.8,1,124,1,0,1,
,,Shigella boydii Sb227,0,0,NC_007613,YP_408069.1,TIGR01674,TIGR01674,0,182.8,1,128,0,1,1,
,,Shigella boydii Sb227,0,0,NC_007613,YP_408230.1,DUF3356,DUF3356,4.1,15.6,176,267,1,0,1,
,,Shigella boydii Sb227,0,0,NC_007613,YP_408230.1,DUF3356,DUF3356,4.1,15.6,466,520,0,0,0,
,,Nitrosospira multiformis ATCC 25196,0,0,NC_007614,YP_411543.1,TG_Fam7,TG_Fam7,4.5,15.1,157,245,0,0,0,
,,Nitrosospira multiformis ATCC 25196,0,0,NC_007614,YP_412700.1,DUF1789,DUF1789,0.89,18.1,4,82,0,1,1,
,,Nitrosospira multiformis ATCC 25196,0,0,NC_007614,YP_413299.1,TIGR02216,TIGR02216,3.9,15.9,2,37,1,0,1,
,,Nitrosospira multiformis ATCC 25196,0,0,NC_007614,YP_413299.1,TIGR02216,TIGR02216,3.9,15.9,303,338,0,1,1,
,,Staphylococcus aureus RF122,Bos taurus (cow),0,NC_007622,YP_415983.1,TG_Fam1,TG_Fam1,8.1,15,2,18,1,0,1,
,,Staphylococcus aureus RF122,Bos taurus (cow),0,NC_007622,YP_415983.1,TG_Fam1,TG_Fam1,8.1,15,24,44,0,0,0,
,,Staphylococcus aureus RF122,Bos taurus (cow),0,NC_007622,YP_416786.1,TG_Fam2,TG_Fam2,0.94,18,3,81,0,0,0,
,,Staphylococcus aureus RF122,Bos taurus (cow),0,NC_007622,YP_417033.1,DUF2669,DUF2669,5.4,15.2,251,384,0,0,0,
,,Staphylococcus aureus RF122,Bos taurus (cow),0,NC_007622,YP_417177.1,DUF3647,DUF3647,2.00E-25,97.6,2,114,0,0,0,
,,Staphylococcus aureus RF122,Bos taurus (cow),0,NC_007622,YP_417590.1,TIGR01674,TIGR01674,1.6,16.8,725,809,0,1,1,
,,Magnetospirillum magneticum AMB-1,0,0,NC_007626,YP_419746.1,TG_Fam2,TG_Fam2,0.26,19.8,41,135,1,0,1,
,,Magnetospirillum magneticum AMB-1,0,0,NC_007626,YP_419746.1,TG_Fam9,TG_Fam9,0,51.4,1,138,0,1,1,
,,Magnetospirillum magneticum AMB-1,0,0,NC_007626,YP_420542.1,TG_Fam2,TG_Fam2,0.26,19.8,41,135,1,0,1,
,,Magnetospirillum magneticum AMB-1,0,0,NC_007626,YP_420542.1,TG_Fam9,TG_Fam9,0,51.4,1,138,0,0,0,
,,Magnetospirillum magneticum AMB-1,0,0,NC_007626,YP_421249.1,TG_Fam4,TG_Fam4,4.10E-40,144.2,4,95,0,1,1,
,,Magnetospirillum magneticum AMB-1,0,0,NC_007626,YP_421290.1,DUF2376,DUF2376,0.000067,31.3,8,50,1,1,1,
,,Magnetospirillum magneticum AMB-1,0,0,NC_007626,YP_421290.1,TIGR02216,TIGR02216,0.031,22.6,1,49,1,0,1,
,,Magnetospirillum magneticum AMB-1,0,0,NC_007626,YP_421290.1,TG_Fam7,TG_Fam7,0.089,20.6,1,61,0,0,0,
,,Magnetospirillum magneticum AMB-1,0,0,NC_007626,YP_421291.1,DUF3356,DUF3356,2.90E-16,67.5,7,107,0,0,0,
,,Magnetospirillum magneticum AMB-1,0,0,NC_007626,YP_421428.1,TG_Fam1,TG_Fam1,0.89,18.1,9,46,0,1,1,
,,Magnetospirillum magneticum AMB-1,0,0,NC_007626,YP_423094.1,TG_Fam1,TG_Fam1,0.84,18.1,3,17,1,0,1,
,,Magnetospirillum magneticum AMB-1,0,0,NC_007626,YP_423094.1,TG_Fam1,TG_Fam1,0.84,18.1,21,34,0,1,1,
,,Moorella thermoacetica ATCC 39073,0,0,NC_007644,YP_429800.1,TG_Fam1,TG_Fam1,8.2,15,43,79,1,0,1,
,,Moorella thermoacetica ATCC 39073,0,0,NC_007644,YP_429800.1,TG_Fam1,TG_Fam1,8.2,15,81,128,0,1,1,
,,Moorella thermoacetica ATCC 39073,0,0,NC_007644,YP_431092.1,TG_Fam1,TG_Fam1,4.7,15.8,6,23,1,0,1,
,,Moorella thermoacetica ATCC 39073,0,0,NC_007644,YP_431092.1,TG_Fam1,TG_Fam1,4.7,15.8,25,51,0,1,1,
,,Moorella thermoacetica ATCC 39073,0,0,NC_007644,YP_431230.1,TG_Fam1,TG_Fam1,4.1,15.9,5,29,1,0,1,
,,Moorella thermoacetica ATCC 39073,0,0,NC_007644,YP_431230.1,TG_Fam1,TG_Fam1,4.1,15.9,166,182,0,0,0,
,,Hahella chejuensis KCTC 2396,0,0,NC_007645,YP_431719.1,DUF2765,DUF2765,1.30E-31,116.7,9,91,0,0,0,
,,Hahella chejuensis KCTC 2396,0,0,NC_007645,YP_434103.1,FluMu_gp41,FluMu_gp41,0.35,19.2,4,83,0,1,1,
,,Hahella chejuensis KCTC 2396,0,0,NC_007645,YP_435672.1,U_Phage_TAC_1,U_Phage_TAC_1,0.0000000049,44.5,6,120,1,0,1,
,,Hahella chejuensis KCTC 2396,0,0,NC_007645,YP_435672.1,U_Phage_TAC_14,U_Phage_TAC_14,3.6,16,5,120,0,0,0,
,,Hahella chejuensis KCTC 2396,0,0,NC_007645,YP_437826.1,DUF2765,DUF2765,5.70E-32,117.9,9,91,0,0,0,
,,Salinibacter ruber DSM 13855,0,0,NC_007677,YP_445196.1,DUF1789,DUF1789,3.5,16.2,40,102,0,0,0,
,,Xanthomonas oryzae pv. oryzae MAFF 311018,0,0,NC_007705,YP_450617.1,FluMu_gp41,FluMu_gp41,0,55,8,88,0,0,0,
,,Xanthomonas oryzae pv. oryzae MAFF 311018,0,0,NC_007705,YP_453214.1,DUF3356,DUF3356,8.6,14.6,143,221,0,1,1,
,,Xanthomonas phage OP1,Xanthomonas oryzae,neg,NC_007709,YP_453571.1,DUF1789,DUF1789,0.19,20.3,1,49,1,0,1,
,,Xanthomonas phage OP1,Xanthomonas oryzae,neg,NC_007709,YP_453571.1,DUF1789,DUF1789,0.19,20.3,50,100,0,0,0,
,,Sodalis glossinidius str.  morsitans,Glossina morsitans morsitans,0,NC_007712,YP_453785.1,U_Phage_TAC_14,U_Phage_TAC_14,4.06E-44,157.6,9,121,0,0,0,
,,Sodalis glossinidius str.  morsitans,Glossina morsitans morsitans,0,NC_007712,YP_454214.1,TG_Fam1,TG_Fam1,8.3,15,17,34,0,0,0,
,,Sodalis glossinidius str.  morsitans,Glossina morsitans morsitans,0,NC_007712,YP_454397.1,FluMu_gp41,FluMu_gp41,0.00011,30.4,3,87,0,0,0,
,,Sodalis glossinidius str.  morsitans,Glossina morsitans morsitans,0,NC_007712,YP_454528.1,FluMu_gp41,FluMu_gp41,1.00E-16,69,8,85,0,0,0,
,,Sodalis glossinidius str.  morsitans,Glossina morsitans morsitans,0,NC_007712,YP_455247.1,FluMu_gp41,FluMu_gp41,0.089,21.1,8,90,0,0,0,
,,Sodalis glossinidius str.  morsitans,Glossina morsitans morsitans,0,NC_007712,YP_455338.1,U_TG_Cr,U_TG_Cr,0.95,17.2,1,128,0,1,1,
,,Erythrobacter litoralis HTCC2594,0,0,NC_007722,YP_459686.1,DUF2376,DUF2376,0,57,20,63,1,1,1,
,,Erythrobacter litoralis HTCC2594,0,0,NC_007722,YP_459686.1,TIGR02216,TIGR02216,0.00059,28.1,10,64,1,0,1,
,,Erythrobacter litoralis HTCC2594,0,0,NC_007722,YP_459686.1,TG_Fam7,TG_Fam7,0.91,17.3,4,49,0,0,0,
,,Erythrobacter litoralis HTCC2594,0,0,NC_007722,YP_459687.1,DUF3356,DUF3356,0,52.8,1,97,0,1,1,
,,Syntrophus aciditrophicus SB,0,0,NC_007759,YP_460603.1,FluMu_gp41,FluMu_gp41,0.00047,28.4,7,97,1,1,1,
,,Syntrophus aciditrophicus SB,0,0,NC_007759,YP_460603.1,TG_Fam10,TG_Fam10,0.04,22.1,3,105,1,0,1,
,,Syntrophus aciditrophicus SB,0,0,NC_007759,YP_460603.1,TG_Fam4,TG_Fam4,0.0045,25.5,4,96,0,0,0,
,,Syntrophus aciditrophicus SB,0,0,NC_007759,YP_460676.1,TG_Fam11,TG_Fam11,5,15.6,41,116,0,0,0,
,,Syntrophus aciditrophicus SB,0,0,NC_007759,YP_461014.1,TIGR01674,TIGR01674,9.5,14.3,147,232,0,1,1,
,,Syntrophus aciditrophicus SB,0,0,NC_007759,YP_463115.1,TIGR02216,TIGR02216,7.8,14.9,73,112,1,0,1,
,,Syntrophus aciditrophicus SB,0,0,NC_007759,YP_463115.1,TIGR02216,TIGR02216,7.8,14.9,122,148,0,0,0,
,,Anaeromyxobacter dehalogenans 2CP-C,0,0,NC_007760,YP_463657.1,TIGR02216,TIGR02216,8,14.9,296,349,0,0,0,
,,Anaeromyxobacter dehalogenans 2CP-C,0,0,NC_007760,YP_465314.1,DUF2376,DUF2376,8.9,14.9,160,201,0,1,1,
,,Anaeromyxobacter dehalogenans 2CP-C,0,0,NC_007760,YP_465906.1,TG_Fam1,TG_Fam1,5.9,15.4,616,657,1,0,1,
,,Anaeromyxobacter dehalogenans 2CP-C,0,0,NC_007760,YP_465906.1,TG_Fam1,TG_Fam1,5.9,15.4,694,712,0,1,1,
,,Rhizobium etli CFN 42,Phaseolus,0,NC_007761,YP_468537.1,TG_Fam1,TG_Fam1,0.27,19.7,81,121,1,0,1,
,,Rhizobium etli CFN 42,Phaseolus,0,NC_007761,YP_468537.1,TG_Fam1,TG_Fam1,0.27,19.7,141,169,0,1,1,
,,Rhodopseudomonas palustris HaA2,0,0,NC_007778,YP_487070.1,DUF2376,DUF2376,9.00E-18,72.5,17,61,1,0,1,
,,Rhodopseudomonas palustris HaA2,0,0,NC_007778,YP_487070.1,TIGR02216,TIGR02216,1.50E-26,100.4,3,62,0,0,0,
,,Rhodopseudomonas palustris HaA2,0,0,NC_007778,YP_487071.1,DUF3356,DUF3356,1.60E-26,100.4,5,104,0,1,1,
,,Escherichia coli str. K-12 substr. W3110,0,0,NC_007779,YP_489531.1,DUF3356,DUF3356,2.8,16.2,176,267,1,0,1,
,,Escherichia coli str. K-12 substr. W3110,0,0,NC_007779,YP_489531.1,DUF3356,DUF3356,2.8,16.2,466,520,0,0,0,
,,Escherichia coli str. K-12 substr. W3110,0,0,NC_007779,YP_489660.1,TG_Fam1,TG_Fam1,8.7,14.9,41,141,0,1,1,
,,Escherichia coli str. K-12 substr. W3110,0,0,NC_007779,YP_492082.1,TG_Fam1,TG_Fam1,7.4,15.1,7,24,1,0,1,
,,Escherichia coli str. K-12 substr. W3110,0,0,NC_007779,YP_492082.1,TG_Fam1,TG_Fam1,7.4,15.1,29,45,0,0,0,
,,Staphylococcus aureus subsp. aureus USA300_FPR3757,0,0,NC_007793,YP_494034.1,TG_Fam2,TG_Fam2,0.94,18,3,81,0,0,0,
,,Staphylococcus aureus subsp. aureus USA300_FPR3757,0,0,NC_007793,YP_494345.1,DUF2669,DUF2669,5.4,15.2,251,384,0,0,0,
,,Staphylococcus aureus subsp. aureus USA300_FPR3757,0,0,NC_007793,YP_494583.1,TH_Fam3,TH_Fam3,0.57,18.1,8,116,0,0,0,
,,Staphylococcus aureus subsp. aureus USA300_FPR3757,0,0,NC_007793,YP_494848.1,TIGR01674,TIGR01674,1.6,16.8,725,809,0,0,0,
,,Novosphingobium aromaticivorans DSM 12444,0,0,NC_007794,YP_498004.1,DUF3356,DUF3356,0.1,20.8,1,116,0,0,0,
,,Novosphingobium aromaticivorans DSM 12444,0,0,NC_007794,YP_498395.1,DUF3356,DUF3356,0,62.3,8,104,0,1,1,
,,Novosphingobium aromaticivorans DSM 12444,0,0,NC_007794,YP_498396.1,DUF2376,DUF2376,0,57.9,37,82,1,1,1,
,,Novosphingobium aromaticivorans DSM 12444,0,0,NC_007794,YP_498396.1,TIGR02216,TIGR02216,0.0015,26.8,28,80,1,0,1,
,,Novosphingobium aromaticivorans DSM 12444,0,0,NC_007794,YP_498396.1,TG_Fam7,TG_Fam7,4.4,15.1,3,80,0,0,0,
,,Staphylococcus aureus subsp. aureus NCTC 8325,0,0,NC_007795,YP_499980.1,TG_Fam2,TG_Fam2,0.94,18,3,81,0,0,0,
,,Staphylococcus aureus subsp. aureus NCTC 8325,0,0,NC_007795,YP_500318.1,DUF2669,DUF2669,5.4,15.2,251,384,0,0,0,
,,Staphylococcus aureus subsp. aureus NCTC 8325,0,0,NC_007795,YP_500530.1,DUF3647,DUF3647,2.00E-25,97.6,2,114,0,0,0,
,,Staphylococcus aureus subsp. aureus NCTC 8325,0,0,NC_007795,YP_500670.1,TH_Fam3,TH_Fam3,0,331.7,1,148,0,0,0,
,,Staphylococcus aureus subsp. aureus NCTC 8325,0,0,NC_007795,YP_500990.1,TIGR01674,TIGR01674,1.6,16.8,725,809,0,0,0,
,,Anaplasma phagocytophilum HZ,0,0,NC_007797,YP_505882.1,FluMu_gp41,FluMu_gp41,6.4,15.1,82,139,0,1,1,
,,Neorickettsia sennetsu str. Miyayama,0,0,NC_007798,YP_506295.1,DUF1789,DUF1789,8.6,14.9,269,315,1,1,1,
,,Neorickettsia sennetsu str. Miyayama,0,0,NC_007798,YP_506295.1,DUF1789,DUF1789,8.6,14.9,343,408,1,0,1,
,,Neorickettsia sennetsu str. Miyayama,0,0,NC_007798,YP_506295.1,DUF1789,DUF1789,8.6,14.9,444,516,0,0,0,
,,Jannaschia sp. CCS1,0,0,NC_007802,YP_509582.1,DUF3356,DUF3356,7.70E-29,107.9,5,104,0,1,1,
,,Jannaschia sp. CCS1,0,0,NC_007802,YP_509583.1,DUF2376,DUF2376,0,65,21,63,1,0,1,
