,,Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,*
,,Bacillus amyloliquefaciens subsp. plantarum AS43.3,0,0,NC_019842,YP_007185913.1,U_TM_TP-C,U_TM_TP-C,0.23,20,786,843,1,1,1
,,Bacillus amyloliquefaciens subsp. plantarum AS43.3,0,0,NC_019842,YP_007185913.1,U_TM_TP-C,U_TM_TP-C,0.23,20,837,887,1,1,1
,,Bacillus amyloliquefaciens subsp. plantarum AS43.3,0,0,NC_019842,YP_007185913.1,U_TM_TP-C,U_TM_TP-C,0.23,20,898,934,1,1,1
,,Bacillus amyloliquefaciens subsp. plantarum AS43.3,0,0,NC_019842,YP_007185913.1,U_TM_TP-C,U_TM_TP-C,0.23,20,929,978,1,1,1
,,Bacillus amyloliquefaciens subsp. plantarum AS43.3,0,0,NC_019842,YP_007185913.1,U_TM_TP-C,U_TM_TP-C,0.23,20,975,1011,1,1,1
,,Bacillus amyloliquefaciens subsp. plantarum AS43.3,0,0,NC_019842,YP_007185913.1,U_TM_TP-C,U_TM_TP-C,0.23,20,1009,1047,1,0,1
,,Bacillus amyloliquefaciens subsp. plantarum AS43.3,0,0,NC_019842,YP_007185913.1,U_TM_TP-C,U_TM_TP-C,0.23,20,1439,1483,0,0,0
,,Bacillus amyloliquefaciens subsp. plantarum AS43.3,0,0,NC_019842,YP_007185913.1,U_TM_TP-C,U_TM_TP-C,0.23,20,1495,1530,0,0,0
,,Bacillus amyloliquefaciens subsp. plantarum AS43.3,0,0,NC_019842,YP_007185996.1,U_TM_CT-IMP,U_TM_CT-IMP,0.16,19.8,1163,1198,0,0,0
,,Bacillus amyloliquefaciens subsp. plantarum AS43.3,0,0,NC_019842,YP_007186123.1,TM-P2,TM-P2,0.73,18,304,348,0,0,0
,,Bacillus amyloliquefaciens subsp. plantarum AS43.3,0,0,NC_019842,YP_007186123.1,TM-P2,TM-P2,0.73,18,334,486,0,0,0
,,Bacillus amyloliquefaciens subsp. plantarum AS43.3,0,0,NC_019842,YP_007187644.1,TIGR01760,TIGR01760,4.1,14.6,9,93,0,0,0
,,Bacillus amyloliquefaciens subsp. plantarum AS43.3,0,0,NC_019842,YP_007187644.1,TM_Fam1,TM_Fam1,5.7,14.7,8,95,0,1,1
,,Bacillus amyloliquefaciens subsp. plantarum AS43.3,0,0,NC_019842,YP_007188088.1,TM_Fam15,TM_Fam15,4.6,15.3,18,35,1,0,1
,,Bacillus amyloliquefaciens subsp. plantarum AS43.3,0,0,NC_019842,YP_007188088.1,TM_Fam15,TM_Fam15,4.6,15.3,30,46,0,0,0
,,Bacillus amyloliquefaciens subsp. plantarum AS43.3,0,0,NC_019842,YP_007188088.1,TM_Fam15,TM_Fam15,4.6,15.3,42,72,0,0,0
,,Sinorhizobium meliloti GR4,0,0,NC_019845,YP_007189914.1,TM-Lam,TM-Lam,0.81,17.8,25,132,0,0,0
,,Sinorhizobium meliloti GR4,0,0,NC_019845,YP_007191390.1,U_TM-PNJ,U_TM-PNJ,1.1,17.4,87,123,0,0,0
,,Singulisphaera acidiphila DSM 18658,0,0,NC_019892,YP_007200203.1,TIGR01760,TIGR01760,3.9,14.7,1,78,0,0,0
,,Singulisphaera acidiphila DSM 18658,0,0,NC_019892,YP_007200203.1,TIGR01760,TIGR01760,3.9,14.7,71,121,0,0,0
,,Singulisphaera acidiphila DSM 18658,0,0,NC_019892,YP_007201232.1,TM-P2,TM-P2,1.3,17.2,165,399,0,0,0
,,Candidatus Protochlamydia amoebophila UWE25,0,0,NC_005861,YP_007202.1,TM_Fam3,TM_Fam3,4.2,15.6,24,138,0,0,0
,,Singulisphaera acidiphila DSM 18658,0,0,NC_019892,YP_007204425.1,TM-P2,TM-P2,0,64.9,94,295,0,0,0
,,Singulisphaera acidiphila DSM 18658,0,0,NC_019892,YP_007204425.1,TIGR01760,TIGR01760,4.00E-26,100.1,55,405,0,0,0
,,Singulisphaera acidiphila DSM 18658,0,0,NC_019892,YP_007205185.1,TM_Fam14,TM_Fam14,1,18,6,53,0,0,0
,,Singulisphaera acidiphila DSM 18658,0,0,NC_019892,YP_007205185.1,TM_Fam14,TM_Fam14,1,18,170,218,0,0,0
,,Singulisphaera acidiphila DSM 18658,0,0,NC_019892,YP_007205591.1,TM_Fam12,TM_Fam12,5.1,15,8,15,0,0,0
,,Singulisphaera acidiphila DSM 18658,0,0,NC_019892,YP_007205591.1,TM_Fam12,TM_Fam12,5.1,15,22,51,0,0,0
,,Bacillus subtilis subsp. subtilis str. BSP1,0,0,NC_019896,YP_007208533.1,TM-SPP1,TM-SPP1,0.8,15.3,9,284,0,0,0
,,Bacillus subtilis subsp. subtilis str. BSP1,0,0,NC_019896,YP_007209193.1,U_TM_T4-CPX,U_TM_T4-CPX,6.4,13.1,129,249,0,0,0
,,Bacillus subtilis subsp. subtilis str. BSP1,0,0,NC_019896,YP_007210034.1,U_TM_CT-IMP,U_TM_CT-IMP,0.053,21.3,349,384,0,0,0
,,Bacillus subtilis subsp. subtilis str. BSP1,0,0,NC_019896,YP_007210975.1,U_TM_T4-CPX,U_TM_T4-CPX,1.1,15.6,50,124,0,0,0
,,Thermobacillus composti KWC4,0,0,NC_019897,YP_007213195.1,TM-Lam,TM-Lam,5.1,15.2,345,432,0,0,0
,,Thermobacillus composti KWC4,0,0,NC_019897,YP_007214107.1,TIGR02675,TIGR02675,2.2,16.7,27,73,0,0,0
,,Thioalkalivibrio nitratireducens DSM 14787,0,0,NC_019902,YP_007217075.1,TM-SPP1,TM-SPP1,6,12.4,175,258,0,0,0
,,Thioalkalivibrio nitratireducens DSM 14787,0,0,NC_019902,YP_007217276.1,TM_Fam16,TM_Fam16,1.60E-18,74.4,500,542,0,0,0
,,Desulfitobacterium dichloroeliminans LMG P-21439,0,0,NC_019903,YP_007219242.1,U_TM_T4-CPX,U_TM_T4-CPX,0.2,18.1,402,478,0,0,0
,,Desulfitobacterium dichloroeliminans LMG P-21439,0,0,NC_019903,YP_007219250.1,U_TM_T4-CPX,U_TM_T4-CPX,0.011,22.3,5,71,0,0,0
,,Echinicola vietnamensis DSM 17526,0,0,NC_019904,YP_007222910.1,U_TM_T4-Syn9,U_TM_T4-Syn9,3.2,14.6,5,271,0,0,0
,,Echinicola vietnamensis DSM 17526,0,0,NC_019904,YP_007225694.1,TM-DMS3,TM-DMS3,3.9,13.4,310,393,0,0,0
,,Echinicola vietnamensis DSM 17526,0,0,NC_019904,YP_007226595.1,TM-SPP1,TM-SPP1,6.9,12.2,197,323,0,0,0
,,Pseudomonas putida HB3267,Homo sapiens,0,NC_019905,YP_007228932.1,TIGR02675,TIGR02675,1.90E-19,77.8,165,239,0,0,0
,,Pseudomonas putida HB3267,Homo sapiens,0,NC_019905,YP_007228932.1,U_TM_CT-DMS3,U_TM_CT-DMS3,1.50E-18,74.6,776,819,0,0,0
,,Pseudomonas putida HB3267,Homo sapiens,0,NC_019905,YP_007229256.1,U_TM_CT-DMS3,U_TM_CT-DMS3,5.6,15.1,60,87,0,1,1
,,Pseudomonas putida HB3267,Homo sapiens,0,NC_019905,YP_007230201.1,TM-P2,TM-P2,2.60E-29,110.9,366,575,1,0,1
,,Pseudomonas putida HB3267,Homo sapiens,0,NC_019905,YP_007230201.1,TIGR01760,TIGR01760,0,190.8,324,685,0,0,0
,,Pseudomonas putida HB3267,Homo sapiens,0,NC_019905,YP_007230201.1,U_TM_TP-C,U_TM_TP-C,3.8,16.1,823,889,0,1,1
,,Pseudomonas putida HB3267,Homo sapiens,0,NC_019905,YP_007230830.1,TIGR01541,TIGR01541,0,183,272,406,1,1,1
,,Pseudomonas putida HB3267,Homo sapiens,0,NC_019905,YP_007230830.1,TIGR01541,TIGR01541,0,183,639,759,1,1,1
,,Pseudomonas putida HB3267,Homo sapiens,0,NC_019905,YP_007230830.1,TIGR01541,TIGR01541,0,183,732,1021,1,1,1
,,Pseudomonas putida HB3267,Homo sapiens,0,NC_019905,YP_007230830.1,TM_Fam1,TM_Fam1,2.70E-18,74.8,1,285,1,1,1
,,Pseudomonas putida HB3267,Homo sapiens,0,NC_019905,YP_007230830.1,TM_Fam3,TM_Fam3,0,57.5,5,136,1,1,1
,,Pseudomonas putida HB3267,Homo sapiens,0,NC_019905,YP_007230830.1,TM_Fam3,TM_Fam3,0,57.5,667,753,1,0,1
,,Pseudomonas putida HB3267,Homo sapiens,0,NC_019905,YP_007230830.1,TM_Fam3,TM_Fam3,0,57.5,793,1040,0,0,0
,,Pseudomonas putida HB3267,Homo sapiens,0,NC_019905,YP_007230830.1,U_TM_CT-IMP,U_TM_CT-IMP,0,60.8,937,992,0,0,0
,,Liberibacter crescens BT-1,0,0,NC_019907,YP_007232998.1,TM-SPP1,TM-SPP1,3.4,13.2,9,122,0,1,1
,,Brachyspira pilosicoli P43/6/78,0,0,NC_019908,YP_007234318.1,TM-P2,TM-P2,1.40E-27,105.2,94,303,1,0,1
,,Brachyspira pilosicoli P43/6/78,0,0,NC_019908,YP_007234318.1,TM-P2,TM-P2,1.40E-27,105.2,446,610,0,0,0
,,Brachyspira pilosicoli P43/6/78,0,0,NC_019908,YP_007234318.1,TIGR01760,TIGR01760,1.70E-28,108,55,415,0,0,0
,,Brachyspira pilosicoli P43/6/78,0,0,NC_019908,YP_007234689.1,TM-P2,TM-P2,4.4,15.4,312,455,0,0,0
,,Brachyspira pilosicoli P43/6/78,0,0,NC_019908,YP_007234689.1,TM-P2,TM-P2,4.4,15.4,569,639,0,0,0
,,Brachyspira pilosicoli P43/6/78,0,0,NC_019908,YP_007234779.1,TIGR02675,TIGR02675,8.5,14.8,25,62,0,0,0
,,Brachyspira pilosicoli P43/6/78,0,0,NC_019908,YP_007235031.1,U_TM_T4-RSM,U_TM_T4-RSM,6.1,15.1,10,102,0,0,0
,,Yersinia phage phiR1-RT,Yersinia enterocolitica,neg,NC_019909,YP_007236029.1,TM-T4,TM-T4,4.90E-24,92.4,200,263,0,0,0
,,Salmonella phage SKML-39,0,neg,NC_019910,YP_007236233.1,U_TM_ViI,U_TM_ViI,0,1044.2,1,648,0,1,1
,,Bacillus phage BMBtp2,Bacillus thuringiensis subsp. tenebrionis YBT-1765,pos,NC_019912,YP_007236411.1,TM-P2,TM-P2,3.22E-44,159.5,105,305,1,0,1
,,Bacillus phage BMBtp2,Bacillus thuringiensis subsp. tenebrionis YBT-1765,pos,NC_019912,YP_007236411.1,TIGR01760,TIGR01760,0,206.9,67,410,0,0,0
,,Bacillus phage BMBtp2,Bacillus thuringiensis subsp. tenebrionis YBT-1765,pos,NC_019912,YP_007236411.1,TIGR01760,TIGR01760,0,206.9,730,837,0,0,0
,,Pseudomonas phage PaP1,Pseudomonas aeruginosa PA1,neg,NC_019913,YP_007236472.1,TIGR02675,TIGR02675,0.0000068,34.4,344,419,0,0,0
,,Pseudomonas phage PaP1,Pseudomonas aeruginosa PA1,neg,NC_019913,YP_007236472.1,TM-DMS3,TM-DMS3,0,51.3,208,526,0,1,1
,,Staphylococcus phage StB20,Staphylococcus capitis,pos,NC_019915,YP_007236669.1,TM-P2,TM-P2,0,187.1,203,403,1,1,1
,,Staphylococcus phage StB20,Staphylococcus capitis,pos,NC_019915,YP_007236669.1,TIGR01760,TIGR01760,0,280.1,31,161,1,1,1
,,Staphylococcus phage StB20,Staphylococcus capitis,pos,NC_019915,YP_007236669.1,TIGR01760,TIGR01760,0,280.1,165,512,1,1,1
,,Staphylococcus phage StB20,Staphylococcus capitis,pos,NC_019915,YP_007236669.1,TM_Fam1,TM_Fam1,0.00000036,38.3,11,149,1,0,1
,,Staphylococcus phage StB20,Staphylococcus capitis,pos,NC_019915,YP_007236669.1,TM_Fam1,TM_Fam1,0.00000036,38.3,88,226,0,0,0
,,Staphylococcus phage StB20,Staphylococcus capitis,pos,NC_019915,YP_007236669.1,TM_Fam1,TM_Fam1,0.00000036,38.3,259,495,0,1,1
,,Lactobacillus phage ATCC 8014-B1,Lactobacillus plantarum ATCC 8014,pos,NC_019916,YP_007236701.1,TM-P2,TM-P2,8.30E-37,135.3,93,293,1,1,1
,,Lactobacillus phage ATCC 8014-B1,Lactobacillus plantarum ATCC 8014,pos,NC_019916,YP_007236701.1,TIGR01760,TIGR01760,3.30E-35,130.1,55,422,1,1,1
,,Lactobacillus phage ATCC 8014-B1,Lactobacillus plantarum ATCC 8014,pos,NC_019916,YP_007236701.1,TM_Fam1,TM_Fam1,0.21,19.5,146,356,1,1,1
,,Lactobacillus phage ATCC 8014-B1,Lactobacillus plantarum ATCC 8014,pos,NC_019916,YP_007236701.1,TM-SPP1,TM-SPP1,1.40E-23,90.7,395,966,1,1,1
,,Lactobacillus phage ATCC 8014-B1,Lactobacillus plantarum ATCC 8014,pos,NC_019916,YP_007236701.1,TM-SPP1,TM-SPP1,1.40E-23,90.7,979,1051,1,1,1
,,Lactobacillus phage ATCC 8014-B1,Lactobacillus plantarum ATCC 8014,pos,NC_019916,YP_007236701.1,U_TM_TP-C,U_TM_TP-C,6.50E-26,98.7,800,845,1,1,1
,,Lactobacillus phage ATCC 8014-B1,Lactobacillus plantarum ATCC 8014,pos,NC_019916,YP_007236701.1,U_TM_TP-C,U_TM_TP-C,6.50E-26,98.7,844,892,1,1,1
,,Lactobacillus phage ATCC 8014-B1,Lactobacillus plantarum ATCC 8014,pos,NC_019916,YP_007236701.1,U_TM_TP-C,U_TM_TP-C,6.50E-26,98.7,888,925,1,1,1
,,Lactobacillus phage ATCC 8014-B1,Lactobacillus plantarum ATCC 8014,pos,NC_019916,YP_007236701.1,U_TM_TP-C,U_TM_TP-C,6.50E-26,98.7,930,994,1,0,1
,,Lactobacillus phage ATCC 8014-B1,Lactobacillus plantarum ATCC 8014,pos,NC_019916,YP_007236701.1,U_TM_TP-C,U_TM_TP-C,6.50E-26,98.7,992,1014,0,0,0
,,Lactobacillus phage ATCC 8014-B1,Lactobacillus plantarum ATCC 8014,pos,NC_019916,YP_007236701.1,U_TM_TP-C,U_TM_TP-C,0,53.7,967,989,0,0,0
,,Pseudomonas phage vB_PaeM_C2-10_Ab1,Pseudomonas aeruginosa C2-10,neg,NC_019918,YP_007236883.1,TIGR02675,TIGR02675,0.000003,35.5,344,419,0,0,0
,,Pseudomonas phage vB_PaeM_C2-10_Ab1,Pseudomonas aeruginosa C2-10,neg,NC_019918,YP_007236883.1,TM-DMS3,TM-DMS3,0,50.3,208,525,0,1,1
,,Staphylococcus phage phi5967PVL,0,pos,NC_019921,YP_007237163.1,TM-P2,TM-P2,6.40E-20,80.2,115,237,1,1,1
,,Staphylococcus phage phi5967PVL,0,pos,NC_019921,YP_007237163.1,TM-P2,TM-P2,6.40E-20,80.2,210,447,1,1,1
,,Staphylococcus phage phi5967PVL,0,pos,NC_019921,YP_007237163.1,TM-Lam,TM-Lam,4.8,15.3,5,137,1,1,1
,,Staphylococcus phage phi5967PVL,0,pos,NC_019921,YP_007237163.1,TM-Lam,TM-Lam,4.8,15.3,139,330,1,1,1
,,Staphylococcus phage phi5967PVL,0,pos,NC_019921,YP_007237163.1,TM-Lam,TM-Lam,4.8,15.3,263,385,1,1,1
,,Staphylococcus phage phi5967PVL,0,pos,NC_019921,YP_007237163.1,TM-Lam,TM-Lam,4.8,15.3,530,625,1,1,1
,,Staphylococcus phage phi5967PVL,0,pos,NC_019921,YP_007237163.1,TIGR01760,TIGR01760,4.80E-16,67,66,161,1,0,1
,,Staphylococcus phage phi5967PVL,0,pos,NC_019921,YP_007237163.1,TIGR01760,TIGR01760,4.80E-16,67,172,503,0,0,0
,,Staphylococcus phage phi5967PVL,0,pos,NC_019921,YP_007237163.1,TIGR01760,TIGR01760,4.80E-16,67,792,869,0,0,0
,,Clostridium phage phi8074-B1,Clostridium sporogenes,pos,NC_019924,YP_007237254.1,TM-P2,TM-P2,2.80E-35,130.3,93,366,0,0,0
,,Clostridium phage phi8074-B1,Clostridium sporogenes,pos,NC_019924,YP_007237254.1,TIGR01760,TIGR01760,0,180.9,55,388,0,0,0
,,Dickeya phage Limestone,Dickeya solani,neg,NC_019925,YP_007237349.1,U_TM_ViI,U_TM_ViI,0,985.5,1,649,0,1,1
,,Cronobacter phage ENT47670,Cronobacter sakazakii,neg,NC_019927,YP_007237617.1,TM-Lam,TM-Lam,0.000028,32.4,23,65,1,1,1
,,Cronobacter phage ENT47670,Cronobacter sakazakii,neg,NC_019927,YP_007237617.1,TM-Lam,TM-Lam,0.000028,32.4,54,296,1,0,1
,,Cronobacter phage ENT47670,Cronobacter sakazakii,neg,NC_019927,YP_007237617.1,TM-Lam,TM-Lam,0.000028,32.4,288,409,0,0,0
,,Cronobacter phage ENT47670,Cronobacter sakazakii,neg,NC_019927,YP_007237617.1,U_TM-PNJ,U_TM-PNJ,9.60E-16,65.7,59,143,0,1,1
,,Erwinia phage ENT90,Erwinia amylovora,neg,NC_019932,YP_007238058.1,TM-P2,TM-P2,0,63.8,236,447,1,1,1
,,Erwinia phage ENT90,Erwinia amylovora,neg,NC_019932,YP_007238058.1,TIGR01760,TIGR01760,0.0000000013,45.9,52,173,1,0,1
,,Erwinia phage ENT90,Erwinia amylovora,neg,NC_019932,YP_007238058.1,TIGR01760,TIGR01760,0.0000000013,45.9,222,556,0,0,0
,,Erwinia phage ENT90,Erwinia amylovora,neg,NC_019932,YP_007238058.1,TM-SPP1,TM-SPP1,0.000000055,39,229,654,0,1,1
,,Xanthomonas phage CP1,Xanthomonas citri,neg,NC_019933,YP_007238088.1,TM-Lam,TM-Lam,0,210.6,92,306,1,1,1
,,Xanthomonas phage CP1,Xanthomonas citri,neg,NC_019933,YP_007238088.1,TIGR01541,TIGR01541,2.00E-33,124.2,401,558,1,0,1
,,Xanthomonas phage CP1,Xanthomonas citri,neg,NC_019933,YP_007238088.1,TIGR01541,TIGR01541,2.00E-33,124.2,563,905,0,0,0
,,Xanthomonas phage CP1,Xanthomonas citri,neg,NC_019933,YP_007238088.1,U_TM-PNJ,U_TM-PNJ,1.30E-25,97.4,101,187,0,1,1
,,Cronobacter phage ENT39118,Cronobacter sakazakii,neg,NC_019934,YP_007238124.1,TM-HK97,TM-HK97,2.30E-29,111.3,395,679,1,1,1
,,Cronobacter phage ENT39118,Cronobacter sakazakii,neg,NC_019934,YP_007238124.1,TIGR01541,TIGR01541,1.60E-42,154.2,728,1043,1,1,1
,,Cronobacter phage ENT39118,Cronobacter sakazakii,neg,NC_019934,YP_007238124.1,TIGR02675,TIGR02675,2.00E-16,68.1,157,231,1,1,1
,,Cronobacter phage ENT39118,Cronobacter sakazakii,neg,NC_019934,YP_007238124.1,TM_Fam3,TM_Fam3,4.30E-16,67.8,88,237,1,0,1
,,Cronobacter phage ENT39118,Cronobacter sakazakii,neg,NC_019934,YP_007238124.1,TM_Fam3,TM_Fam3,4.30E-16,67.8,814,1066,0,0,0
,,Cronobacter phage ENT39118,Cronobacter sakazakii,neg,NC_019934,YP_007238124.1,U_TM_CT-IMP,U_TM_CT-IMP,6.10E-17,69.1,965,1020,0,0,0
,,Pseudomonas phage KPP12,Pseudomonas aeruginosa,neg,NC_019935,YP_007238192.1,TM_Fam1,TM_Fam1,0,182.9,1,298,0,0,0
,,Pseudomonas phage KPP12,Pseudomonas aeruginosa,neg,NC_019935,YP_007238192.1,TM_Fam1,TM_Fam1,0,182.9,353,426,0,0,0
,,Pseudomonas stutzeri RCH2,0,0,NC_019936,YP_007239164.1,TIGR02675,TIGR02675,8.3,14.9,6,63,0,0,0
,,Pseudomonas stutzeri RCH2,0,0,NC_019936,YP_007240276.1,TM-Lam,TM-Lam,1.5,16.9,296,403,0,0,0
,,Pseudomonas stutzeri RCH2,0,0,NC_019936,YP_007241279.1,TIGR02675,TIGR02675,0.084,21.3,248,301,0,0,0
,,Thioflavicoccus mobilis 8321,0,0,NC_019940,YP_007242850.1,TM_Fam1,TM_Fam1,4.5,15.1,3,198,0,0,0
,,Thioflavicoccus mobilis 8321,0,0,NC_019940,YP_007242850.1,TM_Fam1,TM_Fam1,4.5,15.1,136,229,0,0,0
,,Thioflavicoccus mobilis 8321,0,0,NC_019940,YP_007243251.1,TM_Fam13,TM_Fam13,0.0000000019,45.8,269,314,0,0,0
,,Thioflavicoccus mobilis 8321,0,0,NC_019940,YP_007244513.1,TM_Fam12,TM_Fam12,4.3,15.3,39,59,0,0,0
,,Mycobacterium canettii CIPT 140060008,0,0,NC_019950,YP_007259314.1,TM-P2,TM-P2,3.4,15.8,154,296,0,0,0
,,Mycobacterium canettii CIPT 140060008,0,0,NC_019950,YP_007259907.1,TM-P2,TM-P2,1.5,17,626,718,0,0,0
,,Mycobacterium canettii CIPT 140070010,0,0,NC_019951,YP_007263312.1,TM-P2,TM-P2,3.5,15.8,154,296,0,0,0
,,Mycobacterium canettii CIPT 140070010,0,0,NC_019951,YP_007263913.1,TM-P2,TM-P2,0.99,17.5,626,718,0,0,0
,,Mycobacterium canettii CIPT 140070017,0,0,NC_019952,YP_007267244.1,TM-P2,TM-P2,3.7,15.7,154,296,0,0,0
,,Mycobacterium canettii CIPT 140070017,0,0,NC_019952,YP_007267359.1,TM_Fam1,TM_Fam1,9.5,14,10,95,0,0,0
,,Mycobacterium canettii CIPT 140070017,0,0,NC_019952,YP_007267870.1,TM-P2,TM-P2,1.5,17,626,718,0,0,0
,,Mycobacterium canettii CIPT 140070017,0,0,NC_019952,YP_007269003.1,TM_Fam1,TM_Fam1,9.5,14,10,95,0,0,0
,,Mycobacterium canettii CIPT 140070017,0,0,NC_019952,YP_007269550.1,TM_Fam1,TM_Fam1,9.5,14,10,95,0,0,0
,,Tepidanaerobacter acetatoxydans Re1,0,0,NC_019954,YP_007271299.1,U_TM_T4-PMH1,U_TM_T4-PMH1,5.3,15.2,32,135,0,0,0
,,Tepidanaerobacter acetatoxydans Re1,0,0,NC_019954,YP_007271299.1,U_TM_T4-PMH1,U_TM_T4-PMH1,5.3,15.2,165,223,0,0,0
,,Tepidanaerobacter acetatoxydans Re1,0,0,NC_019954,YP_007271993.1,TM-Lam,TM-Lam,8.6,14.4,2,62,0,0,0
,,Tepidanaerobacter acetatoxydans Re1,0,0,NC_019954,YP_007271993.1,TM-Lam,TM-Lam,8.6,14.4,33,99,0,0,0
,,Tepidanaerobacter acetatoxydans Re1,0,0,NC_019954,YP_007272540.1,TM_Fam1,TM_Fam1,2.6,15.9,38,101,0,0,0
,,Tepidanaerobacter acetatoxydans Re1,0,0,NC_019954,YP_007272850.1,TM-P2,TM-P2,0.19,19.9,342,472,0,1,1
,,Tepidanaerobacter acetatoxydans Re1,0,0,NC_019954,YP_007273437.1,TM-P2,TM-P2,0,60.1,16,95,1,1,1
,,Tepidanaerobacter acetatoxydans Re1,0,0,NC_019954,YP_007273437.1,TM-P2,TM-P2,0,60.1,97,203,1,1,1
,,Tepidanaerobacter acetatoxydans Re1,0,0,NC_019954,YP_007273437.1,TM-P2,TM-P2,0,60.1,398,525,1,1,1
,,Tepidanaerobacter acetatoxydans Re1,0,0,NC_019954,YP_007273437.1,TIGR01760,TIGR01760,1.70E-39,144.2,19,204,1,1,1
,,Tepidanaerobacter acetatoxydans Re1,0,0,NC_019954,YP_007273437.1,TIGR01760,TIGR01760,1.70E-39,144.2,277,391,1,0,1
,,Tepidanaerobacter acetatoxydans Re1,0,0,NC_019954,YP_007273437.1,TIGR01760,TIGR01760,1.70E-39,144.2,394,486,0,0,0
,,Tepidanaerobacter acetatoxydans Re1,0,0,NC_019954,YP_007273437.1,TM_Fam1,TM_Fam1,0.00000003,41.9,24,187,0,0,0
,,Tepidanaerobacter acetatoxydans Re1,0,0,NC_019954,YP_007273439.1,TM-P2,TM-P2,2.60E-26,101.1,199,337,0,0,0
,,Tepidanaerobacter acetatoxydans Re1,0,0,NC_019954,YP_007273439.1,TIGR01760,TIGR01760,1.50E-27,104.8,157,336,0,0,0
,,Mycobacterium canettii CIPT 140070008,0,0,NC_019965,YP_007286476.1,TM-P2,TM-P2,3.7,15.7,154,296,0,0,0
,,Mycobacterium canettii CIPT 140070008,0,0,NC_019965,YP_007287089.1,TM-P2,TM-P2,1.9,16.6,626,718,0,0,0
,,Mycobacterium smegmatis JS623,Homo sapiens,0,NC_019966,YP_007292070.1,U_TM_TP-C,U_TM_TP-C,3.6,15.8,216,229,0,0,0
,,Mycobacterium smegmatis JS623,Homo sapiens,0,NC_019966,YP_007292156.1,TM_Fam7,TM_Fam7,9,14.7,23,43,0,0,0
,,Mycobacterium smegmatis JS623,Homo sapiens,0,NC_019966,YP_007292156.1,TM_Fam7,TM_Fam7,9,14.7,128,147,0,0,0
,,Mycobacterium smegmatis JS623,Homo sapiens,0,NC_019966,YP_007294147.1,TM_Fam14,TM_Fam14,3.5,16.3,22,81,0,0,0
,,Mycobacterium smegmatis JS623,Homo sapiens,0,NC_019966,YP_007294518.1,U_TM_T4-CPX,U_TM_T4-CPX,0.046,20.2,68,192,0,0,0
,,Thermoanaerobacterium thermosaccharolyticum M0795,0,0,NC_019970,YP_007299437.1,TM-P2,TM-P2,2.5,16.3,337,472,0,0,0
,,Thermoanaerobacterium thermosaccharolyticum M0795,0,0,NC_019970,YP_007299993.1,TM-P2,TM-P2,7.7,14.6,86,223,0,0,0
,,Thermoanaerobacterium thermosaccharolyticum M0795,0,0,NC_019970,YP_007299993.1,TM-P2,TM-P2,7.7,14.6,222,342,0,0,0
,,Mesorhizobium australicum WSM2073,Biserrula pelecinus L.,0,NC_019973,YP_007305629.1,TM-phiC2,TM-phiC2,5.1,13.9,194,294,0,0,0
,,Mesorhizobium australicum WSM2073,Biserrula pelecinus L.,0,NC_019973,YP_007305629.1,TM-phiC2,TM-phiC2,5.1,13.9,264,403,0,0,0
,,Mesorhizobium australicum WSM2073,Biserrula pelecinus L.,0,NC_019973,YP_007305632.1,U_TM_TP-C,U_TM_TP-C,7.5,15.2,736,770,0,0,0
,,Mesorhizobium australicum WSM2073,Biserrula pelecinus L.,0,NC_019973,YP_007305632.1,U_TM_TP-C,U_TM_TP-C,7.5,15.2,1078,1125,0,0,0
,,Mesorhizobium australicum WSM2073,Biserrula pelecinus L.,0,NC_019973,YP_007305977.1,TM-Lam,TM-Lam,2.2,16.4,11,106,0,0,0
,,Halobacteroides halobius DSM 5150,0,0,NC_019978,YP_007315540.1,U_TM_T4-CPX,U_TM_T4-CPX,3.7,13.9,118,194,0,0,0
,,Desulfovibrio hydrothermalis AM13 = DSM 14728,0,0,NC_020055,YP_007324338.1,TM-P2,TM-P2,5.30E-27,103.3,147,361,0,0,0
,,Desulfovibrio hydrothermalis AM13 = DSM 14728,0,0,NC_020055,YP_007324338.1,TIGR01760,TIGR01760,0,211,108,460,0,0,0
,,Rhizobium tropici CIAT 899,0,0,NC_020059,YP_007332951.1,TIGR02675,TIGR02675,2.7,16.4,5,52,0,0,0
,,Rhizobium tropici CIAT 899,0,0,NC_020059,YP_007333418.1,TM-Lam,TM-Lam,7.7,14.6,5,98,0,1,1
,,Rhizobium tropici CIAT 899,0,0,NC_020059,YP_007333579.1,TIGR02675,TIGR02675,0.00000000028,48.4,141,218,1,0,1
,,Rhizobium tropici CIAT 899,0,0,NC_020059,YP_007333579.1,TM-DMS3,TM-DMS3,0.000000041,39.8,865,1033,0,0,0
,,Rhizobium tropici CIAT 899,0,0,NC_020059,YP_007333579.1,U_TM_CT-DMS3,U_TM_CT-DMS3,4.20E-17,70,966,1009,0,0,0
,,Rhizobium tropici CIAT 899,0,0,NC_020059,YP_007334277.1,TM-Lam,TM-Lam,0.00012,30.3,87,256,0,0,0
,,Rhizobium tropici CIAT 899,0,0,NC_020059,YP_007334277.1,U_TM-PNJ,U_TM-PNJ,0.011,23.8,93,183,0,0,0
