,,Species ,Host ,GC ,Gstain ,Prot RefSeq,Hmm ID,Name ,E value ,Score ,Start,Stop ,Duplicate,DD,,31
,,Mannheimia haemolytica USDA-ARS-SAM-185,Bos taurus,0,NC_020834,YP_007669222.1,TT_Fam4,TT_Fam4,0,361.3,1,213,0,1,1,
,,Mannheimia haemolytica USDA-ARS-SAM-185,Bos taurus,0,NC_020834,YP_007669686.1,TT_Fam17,TT_Fam17,7.8,14.7,15,54,1,0,1,
,,Mannheimia haemolytica USDA-ARS-SAM-185,Bos taurus,0,NC_020834,YP_007669686.1,TT_Fam17,TT_Fam17,7.8,14.7,257,313,0,0,0,
,,Polaribacter sp. MED152,0,0,NC_020830,YP_007670760.1,CF-HK97,CF-HK97,7.7,14.4,148,226,0,0,0,
,,Polaribacter sp. MED152,0,0,NC_020830,YP_007671505.1,TT_Fam12,TT_Fam12,4.7,15.1,16,148,0,1,1,
,,Polaribacter sp. MED152,0,0,NC_020830,YP_007672174.1,TT_Fam3,TT_Fam3,7.9,14.5,264,369,1,1,1,
,,Polaribacter sp. MED152,0,0,NC_020830,YP_007672174.1,TT_Fam3,TT_Fam3,7.9,14.5,642,805,1,0,1,
,,Polaribacter sp. MED152,0,0,NC_020830,YP_007672174.1,TT_Fam3,TT_Fam3,7.9,14.5,1031,1188,0,0,0,
,,Synechococcus phage S-RIM2 R1_1999,,neg,NC_020859,YP_007675475.1,Phage_T4_gp19,Phage_T4_gp19,0.099,20.7,66,220,0,0,0,
,,Synechococcus phage S-RIM2 R1_1999,,neg,NC_020859,YP_007675581.1,Phage_T4_gp19,Phage_T4_gp19,0.0000000087,43.6,25,192,0,0,0,
,,Synechococcus phage S-RIM2 R1_1999,,neg,NC_020859,YP_007675589.1,Phage_T4_gp19,Phage_T4_gp19,0.00000057,37.7,17,172,0,0,0,
,,Desulfovibrio vulgaris str. Hildenborough,0,0,NC_002937,YP_009436.1,Tail_tube,Tail_tube,5.80E-35,128,2,120,0,1,1,
,,Desulfovibrio vulgaris str. Hildenborough,0,0,NC_002937,YP_010713.1,TT_Fam9,TT_Fam9,0.039,22.4,256,385,1,1,1,
,,Desulfovibrio vulgaris str. Hildenborough,0,0,NC_002937,YP_010713.1,TT_Fam5,TT_Fam5,0.000026,32.8,273,386,1,1,1,
,,Desulfovibrio vulgaris str. Hildenborough,0,0,NC_002937,YP_010713.1,TT_Fam14,TT_Fam14,0.000000024,41.9,10,227,1,0,1,
,,Desulfovibrio vulgaris str. Hildenborough,0,0,NC_002937,YP_010713.1,TT_Fam14,TT_Fam14,0.000000024,41.9,238,387,0,1,1,
,,Desulfovibrio vulgaris str. Hildenborough,0,0,NC_002937,YP_011372.1,TT_Fam9,TT_Fam9,0.0001,30.8,173,309,1,0,1,
,,Desulfovibrio vulgaris str. Hildenborough,0,0,NC_002937,YP_011372.1,TT_Fam5,TT_Fam5,1.70E-18,75.3,194,309,0,0,0,
,,Desulfovibrio vulgaris str. Hildenborough,0,0,NC_002937,YP_011931.1,TT_Fam17,TT_Fam17,0,183,1,124,0,0,0,
,,Desulfovibrio vulgaris str. Hildenborough,0,0,NC_002937,YP_012070.1,Tail_tube,Tail_tube,5.80E-35,128,2,120,0,1,1,
,,Listeria monocytogenes serotype 4b str. F2365,0,0,NC_002973,YP_012747.1,Phage_tail_2,Phage_tail_2,2.70E-27,103.9,18,150,1,0,1,
,,Listeria monocytogenes serotype 4b str. F2365,0,0,NC_002973,YP_012747.1,TIGR02126,TIGR02126,1.80E-37,136.7,16,146,0,0,0,
,,Listeria monocytogenes serotype 4b str. F2365,0,0,NC_002973,YP_014889.1,TT_Fam17,TT_Fam17,1.2,17.3,844,929,0,0,0,
,,Mycoplasma mobile 163K,0,0,NC_006908,YP_015717.1,TT_Fam17,TT_Fam17,6.9,14.9,10,95,0,0,0,
,,Bacillus anthracis str.  Ames Ancestor,0,0,NC_007530,YP_017093.2,TIGR01603,TIGR01603,1.60E-30,114.5,4,188,0,0,0,
,,Bacillus anthracis str.  Ames Ancestor,0,0,NC_007530,YP_017859.1,TT_Fam1,TT_Fam1,0.0000013,36.3,7,126,0,0,0,
,,Bacillus anthracis str.  Ames Ancestor,0,0,NC_007530,YP_020414.1,TIGR01603,TIGR01603,1.90E-37,137.1,5,192,0,0,0,
,,Bacillus anthracis str.  Ames Ancestor,0,0,NC_007530,YP_020729.1,TIGR01603,TIGR01603,5.10E-36,132.4,2,186,0,0,0,
,,Staphylococcus phage K,Staphylococcus,pos,NC_005880,YP_024480.1,TT_Fam21,TT_Fam21,0,216.2,1,138,0,0,0,
,,Staphylococcus phage K,Staphylococcus,pos,NC_005880,YP_024524.1,TT_Fam1,TT_Fam1,0.00028,28.6,38,149,0,0,0,
,,Burkholderia phage BcepMu,Burkholderia cenocepacia,neg,NC_005882,YP_024712.1,TT_Fam3,TT_Fam3,0.57,18.2,83,185,0,0,0,
,,Burkholderia phage BcepMu,Burkholderia cenocepacia,neg,NC_005882,YP_024713.1,Phage_tube,Phage_tube,0,178.8,6,174,0,1,1,
,,Burkholderia phage BcepB1A,Burkholderia cenocepacia,neg,NC_005886,YP_024864.1,TT_Fam12,TT_Fam12,0,238,1,144,1,1,1,
,,Burkholderia phage BcepB1A,Burkholderia cenocepacia,neg,NC_005886,YP_024864.1,TT_Fam13,TT_Fam13,0,169,1,144,1,0,1,
,,Burkholderia phage BcepB1A,Burkholderia cenocepacia,neg,NC_005886,YP_024864.1,TT_Fam13,TT_Fam13,0.73,17.5,4,110,0,1,1,
,,Lactobacillus phage phiAT3,Lactobacillus casei,pos,NC_005893,YP_025036.1,Phage_tail,Phage_tail,0,275.6,1,199,1,0,1,
,,Lactobacillus phage phiAT3,Lactobacillus casei,pos,NC_005893,YP_025036.1,TIGR01603,TIGR01603,0.032,22.2,1,195,0,0,0,
,,Bacillus anthracis str. Sterne,0,0,NC_005945,YP_026732.1,TIGR01603,TIGR01603,1.60E-30,114.5,4,188,0,0,0,
,,Bacillus anthracis str. Sterne,0,0,NC_005945,YP_027424.1,TT_Fam1,TT_Fam1,0.0000013,36.3,7,126,0,0,0,
,,Bacillus anthracis str. Sterne,0,0,NC_005945,YP_029755.1,TIGR01603,TIGR01603,1.90E-37,137.1,5,192,0,0,0,
,,Bacillus anthracis str. Sterne,0,0,NC_005945,YP_030047.1,TIGR01603,TIGR01603,5.10E-36,132.4,2,186,0,0,0,
,,Bartonella henselae str. Houston-1,0,0,NC_005956,YP_033153.1,Phage_tube,Phage_tube,0,182.7,5,168,0,0,0,
,,Bartonella henselae str. Houston-1,0,0,NC_005956,YP_033599.1,Phage_tube,Phage_tube,0.0000032,35.2,2,107,0,0,0,
,,Bacillus thuringiensis serovar konkukian str. 97-27,0,0,NC_005957,YP_035469.1,TT_Fam1,TT_Fam1,0.0000013,36.3,7,126,0,1,1,
,,Staphylococcus aureus subsp. aureus MRSA252,0,0,NC_002952,YP_039483.1,TT_Fam16,TT_Fam16,3.2,16.1,335,383,1,0,1,
,,Staphylococcus aureus subsp. aureus MRSA252,0,0,NC_002952,YP_039483.1,TT_Fam16,TT_Fam16,3.2,16.1,717,802,0,0,0,
,,Staphylococcus aureus subsp. aureus MRSA252,0,0,NC_002952,YP_040911.1,TT_Fam1,TT_Fam1,2.2,15.8,47,151,0,1,1,
,,Staphylococcus aureus subsp. aureus MRSA252,0,0,NC_002952,YP_040912.1,Phage_tail,Phage_tail,0,53,27,202,1,0,1,
,,Staphylococcus aureus subsp. aureus MRSA252,0,0,NC_002952,YP_040912.1,TIGR01603,TIGR01603,1.30E-18,75.7,7,199,0,0,0,
,,Staphylococcus aureus subsp. aureus MRSA252,0,0,NC_002952,YP_041425.1,TIGR01603,TIGR01603,0,223.7,10,203,0,0,0,
,,Staphylococcus aureus subsp. aureus MRSA252,0,0,NC_002952,YP_041537.1,TIGR02126,TIGR02126,9.4,14.6,6,119,0,1,1,
,,Staphylococcus aureus subsp. aureus MRSA252,0,0,NC_002952,YP_041649.1,Tail_tube,Tail_tube,2.5,16.3,4,48,1,0,1,
,,Staphylococcus aureus subsp. aureus MRSA252,0,0,NC_002952,YP_041649.1,Tail_tube,Tail_tube,2.5,16.3,70,134,0,1,1,
,,Staphylococcus aureus subsp. aureus MSSA476,0,0,NC_002953,YP_042139.1,TT_Fam16,TT_Fam16,3.1,16.1,335,383,1,0,1,
,,Staphylococcus aureus subsp. aureus MSSA476,0,0,NC_002953,YP_042139.1,TT_Fam16,TT_Fam16,3.1,16.1,717,802,0,1,1,
,,Staphylococcus aureus subsp. aureus MSSA476,0,0,NC_002953,YP_043067.1,Phage_tail,Phage_tail,0,53,27,202,1,0,1,
,,Staphylococcus aureus subsp. aureus MSSA476,0,0,NC_002953,YP_043067.1,TIGR01603,TIGR01603,1.30E-18,75.7,7,199,0,0,0,
,,Staphylococcus aureus subsp. aureus MSSA476,0,0,NC_002953,YP_043068.1,TT_Fam1,TT_Fam1,2.2,15.8,47,151,0,1,1,
,,Staphylococcus aureus subsp. aureus MSSA476,0,0,NC_002953,YP_043995.1,Phage_tail,Phage_tail,0.004,24.8,66,210,1,0,1,
,,Staphylococcus aureus subsp. aureus MSSA476,0,0,NC_002953,YP_043995.1,TIGR01603,TIGR01603,0,221.4,26,214,0,1,1,
,,Staphylococcus aureus subsp. aureus MSSA476,0,0,NC_002953,YP_044214.1,Tail_tube,Tail_tube,1.1,17.5,4,48,1,0,1,
,,Staphylococcus aureus subsp. aureus MSSA476,0,0,NC_002953,YP_044214.1,Tail_tube,Tail_tube,1.1,17.5,70,134,0,1,1,
,,Acinetobacter sp. ADP1,0,0,NC_005966,YP_046783.1,TIGR01603,TIGR01603,7.7,14.5,6,105,1,0,1,
,,Acinetobacter sp. ADP1,0,0,NC_005966,YP_046783.1,TIGR01603,TIGR01603,7.7,14.5,141,183,0,0,0,
,,Pectobacterium atrosepticum SCRI1043,0,0,NC_004547,YP_050693.1,Phage_tube,Phage_tube,0,193.1,2,169,0,0,0,
,,Pectobacterium atrosepticum SCRI1043,0,0,NC_004547,YP_051818.1,Phage_tube,Phage_tube,0,181.4,6,174,0,1,1,
,,Streptococcus pyogenes MGAS10394,0,0,NC_006086,YP_059371.1,Phage_tail_2,Phage_tail_2,7.50E-32,118.7,17,165,1,0,1,
,,Streptococcus pyogenes MGAS10394,0,0,NC_006086,YP_059371.1,TIGR02126,TIGR02126,0,170.9,15,161,0,1,1,
,,Streptococcus pyogenes MGAS10394,0,0,NC_006086,YP_060318.1,Phage_tail,Phage_tail,0.012,23.2,42,199,1,0,1,
,,Streptococcus pyogenes MGAS10394,0,0,NC_006086,YP_060318.1,TIGR01603,TIGR01603,0,204.7,13,196,0,0,0,
,,Streptococcus pyogenes MGAS10394,0,0,NC_006086,YP_060451.1,TIGR01603,TIGR01603,1.90E-26,101.3,6,190,0,1,1,
,,Streptococcus pyogenes MGAS10394,0,0,NC_006086,YP_060527.1,TT_Fam6,TT_Fam6,6.80E-25,96.4,1,175,1,0,1,
,,Streptococcus pyogenes MGAS10394,0,0,NC_006086,YP_060527.1,TT_Fam8,TT_Fam8,0.00035,28.5,1,151,0,0,0,
,,Streptococcus pyogenes MGAS10394,0,0,NC_006086,YP_060672.1,TT_Fam7,TT_Fam7,0,175.2,1,150,0,1,1,
,,Streptococcus pyogenes MGAS10394,0,0,NC_006086,YP_060874.1,Phage_tail_2,Phage_tail_2,2.20E-23,91.3,22,161,1,0,1,
,,Streptococcus pyogenes MGAS10394,0,0,NC_006086,YP_060874.1,TIGR02126,TIGR02126,1.20E-23,92,20,157,0,1,1,
,,Leifsonia xyli subsp. xyli str. CTCB07,0,0,NC_006087,YP_061496.1,TT_Fam6,TT_Fam6,2.80E-29,110.7,1,149,1,0,1,
,,Leifsonia xyli subsp. xyli str. CTCB07,0,0,NC_006087,YP_061496.1,TT_Fam8,TT_Fam8,0.000000053,41,1,214,0,1,1,
,,Leifsonia xyli subsp. xyli str. CTCB07,0,0,NC_006087,YP_063150.1,TT_Fam5,TT_Fam5,0.000000034,42.1,96,179,1,0,1,
,,Leifsonia xyli subsp. xyli str. CTCB07,0,0,NC_006087,YP_063150.1,TT_Fam5,TT_Fam5,0.000000034,42.1,206,327,0,0,0,
,,Desulfotalea psychrophila LSv54,0,0,NC_006138,YP_065325.1,TT_Fam3,TT_Fam3,0,52.5,8,231,0,0,0,
,,Yersinia pseudotuberculosis IP 32953,0,0,NC_006155,YP_069812.1,Tail_tube,Tail_tube,2.80E-39,142,4,122,0,0,0,
,,Yersinia pseudotuberculosis IP 32953,0,0,NC_006155,YP_070270.1,Phage_tube,Phage_tube,0,238.4,2,171,0,0,0,
,,Yersinia pseudotuberculosis IP 32953,0,0,NC_006155,YP_070366.1,Phage_tube,Phage_tube,0,241.6,2,171,0,0,0,
,,Yersinia pseudotuberculosis IP 32953,0,0,NC_006155,YP_071650.1,DUF2597,DUF2597,0,199.4,8,141,0,0,0,
,,Bacillus licheniformis DSM 13 = ATCC 14580,0,0,NC_006270,YP_077676.1,DUF2001,DUF2001,0.0043,25.2,1,119,0,0,0,
,,Bacillus licheniformis DSM 13 = ATCC 14580,0,0,NC_006270,YP_078528.1,DUF2001,DUF2001,0,189.3,1,141,0,1,1,
,,Bacillus licheniformis DSM 13 = ATCC 14580,0,0,NC_006270,YP_078661.1,Phage_tail_2,Phage_tail_2,1.70E-23,91.6,7,138,1,0,1,
,,Bacillus licheniformis DSM 13 = ATCC 14580,0,0,NC_006270,YP_078661.1,TIGR02126,TIGR02126,1.60E-21,85.1,5,138,0,1,1,
,,Bacillus licheniformis DSM 13 = ATCC 14580,0,0,NC_006270,YP_078739.1,Phage_tail,Phage_tail,0.14,19.7,10,176,1,0,1,
,,Bacillus licheniformis DSM 13 = ATCC 14580,0,0,NC_006270,YP_078739.1,TIGR01603,TIGR01603,1.20E-41,150.8,4,191,0,0,0,
,,Bacillus licheniformis DSM 13 = ATCC 14580,0,0,NC_006270,YP_078849.1,Phage_tail_2,Phage_tail_2,2.2,16.8,76,175,0,1,1,
,,Bacillus licheniformis DSM 13 = ATCC 14580,0,0,NC_006270,YP_080700.1,Phage_tail,Phage_tail,0.00000001,43,10,190,1,0,1,
,,Bacillus licheniformis DSM 13 = ATCC 14580,0,0,NC_006270,YP_080700.1,TIGR01603,TIGR01603,2.40E-40,146.6,6,187,0,0,0,
,,Bacillus cereus E33L,0,0,NC_006274,YP_082727.1,TT_Fam1,TT_Fam1,0.0000014,36.2,7,126,0,0,0,
,,Bacillus cereus E33L,0,0,NC_006274,YP_085001.1,TIGR01603,TIGR01603,1.90E-37,137.1,5,192,0,0,0,
,,Mannheimia succiniciproducens MBEL55E,0,0,NC_006300,YP_087283.1,Phage_tube,Phage_tube,2.40E-37,136.4,4,172,0,0,0,
,,Bacteroides fragilis YCH46,0,0,NC_006347,YP_097803.1,TIGR01603,TIGR01603,7.1,14.6,20,122,0,0,0,
,,Bacteroides fragilis YCH46,0,0,NC_006347,YP_099108.1,Tail_tube,Tail_tube,0.97,17.6,2,83,0,1,1,
,,Bacteroides fragilis YCH46,0,0,NC_006347,YP_099735.1,Phage_tail_2,Phage_tail_2,4.90E-36,132.2,6,146,1,1,1,
,,Bacteroides fragilis YCH46,0,0,NC_006347,YP_099735.1,TIGR02126,TIGR02126,0.0011,27.3,4,75,1,0,1,
,,Bacteroides fragilis YCH46,0,0,NC_006347,YP_099735.1,TIGR02126,TIGR02126,0.0011,27.3,110,142,0,0,0,
,,Flavobacterium phage 11b,Flavobacterium sp.,neg,NC_006356,YP_112512.1,Phage_tail_2,Phage_tail_2,2.00E-20,81.7,4,141,0,0,0,
,,Flavobacterium phage 11b,Flavobacterium sp.,neg,NC_006356,YP_112520.1,Phage_tail_2,Phage_tail_2,1.10E-21,85.8,3,139,0,0,0,
,,Methylococcus capsulatus str. Bath,0,0,NC_002977,YP_115071.1,TT_Fam3,TT_Fam3,5.61E-43,155.7,1,230,0,0,0,
,,Methylococcus capsulatus str. Bath,0,0,NC_002977,YP_115310.1,Phage_tube,Phage_tube,0,191.6,5,173,0,0,0,
,,Methylococcus capsulatus str. Bath,0,0,NC_002977,YP_115311.1,TT_Fam3,TT_Fam3,0.022,22.9,91,181,0,0,0,
,,Nocardia farcinica IFM 10152,0,0,NC_006361,YP_117744.1,TT_Fam6,TT_Fam6,4.30E-20,80.8,2,179,0,1,1,
,,Nocardia farcinica IFM 10152,0,0,NC_006361,YP_120130.1,TT_Fam6,TT_Fam6,3.10E-37,136.6,2,197,1,0,1,
,,Nocardia farcinica IFM 10152,0,0,NC_006361,YP_120130.1,TT_Fam8,TT_Fam8,3,15.7,15,141,0,0,0,
,,Streptococcus thermophilus LMG 18311,0,0,NC_006448,YP_138607.1,TT_Fam6,TT_Fam6,1.8,16.8,190,376,0,0,0,
,,Streptococcus thermophilus CNRZ1066,0,0,NC_006449,YP_140495.1,TT_Fam6,TT_Fam6,1.8,16.8,190,376,0,1,1,
,,Geobacillus kaustophilus HTA426,0,0,NC_006510,YP_146389.1,Phage_tail,Phage_tail,1.2,16.7,20,109,1,0,1,
,,Geobacillus kaustophilus HTA426,0,0,NC_006510,YP_146389.1,TIGR01603,TIGR01603,1.70E-32,121,3,185,0,1,1,
,,Geobacillus kaustophilus HTA426,0,0,NC_006510,YP_147383.1,TT_Fam7,TT_Fam7,3.1,16.1,6,82,1,0,1,
,,Geobacillus kaustophilus HTA426,0,0,NC_006510,YP_147383.1,TT_Fam7,TT_Fam7,3.1,16.1,148,181,0,0,0,
,,Geobacillus kaustophilus HTA426,0,0,NC_006510,YP_148989.1,Tail_tube,Tail_tube,3.9,15.7,99,164,0,0,0,
,,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC,0,0,NC_006511,YP_151740.1,Phage_tube,Phage_tube,0,225.5,2,171,0,0,0,
,,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC,0,0,NC_006511,YP_151791.1,DUF2597,DUF2597,0,198.3,8,141,0,0,0,
,,Anaplasma marginale str. St. Maries,0,0,NC_004842,YP_153843.1,Phage_tail_2,Phage_tail_2,0.053,22,1,127,0,0,0,
,,Aromatoleum aromaticum EbN1,0,0,NC_006513,YP_161135.1,TT_Fam3,TT_Fam3,0.00087,27.4,1,47,0,1,1,
,,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,0,0,NC_006526,YP_161804.1,Phage_tube,Phage_tube,0.0000000049,44.3,3,36,1,0,1,
,,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,0,0,NC_006526,YP_161804.1,Phage_tube,Phage_tube,0.0000000049,44.3,76,140,0,0,0,
,,Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821,0,0,NC_006526,YP_162818.1,TT_Fam16,TT_Fam16,8,14.7,82,171,0,0,0,
,,Pseudomonas phage B3,Pseudomonas aeruginosa PAO1 (ATCC 15692),neg,NC_006548,YP_164057.1,TT_Fam20,TT_Fam20,8.1,13.9,2,36,0,0,0,
,,Pseudomonas phage B3,Pseudomonas aeruginosa PAO1 (ATCC 15692),neg,NC_006548,YP_164080.1,TT_Fam3,TT_Fam3,0,271.8,1,228,0,0,0,
,,Bacillus phage BCJA1c,Bacillus clarkii,pos,NC_006557,YP_164424.1,TT_Fam7,TT_Fam7,0,194,1,150,0,0,0,
,,Lactobacillus phage LP65,Lactobacillus plantarum,pos,NC_006565,YP_164737.1,TT_Fam21,TT_Fam21,0,229.3,1,138,0,1,1,
,,Ruegeria pomeroyi DSS-3,0,0,NC_003911,YP_166253.1,TT_Fam15,TT_Fam15,9.8,14.4,208,330,1,0,1,
,,Ruegeria pomeroyi DSS-3,0,0,NC_003911,YP_166253.1,TT_Fam15,TT_Fam15,9.8,14.4,347,405,0,1,1,
,,Ruegeria pomeroyi DSS-3,0,0,NC_003911,YP_167482.1,Phage_tail_2,Phage_tail_2,1.30E-38,140.5,3,134,1,0,1,
,,Ruegeria pomeroyi DSS-3,0,0,NC_003911,YP_167482.1,TIGR02126,TIGR02126,1.80E-24,94.7,1,130,0,0,0,
,,Synechococcus elongatus PCC 6301,0,0,NC_006576,YP_171493.1,Phage_tube,Phage_tube,0,222.8,1,167,0,0,0,
,,Bacillus clausii KSM-K16,0,0,NC_006582,YP_174833.1,TT_Fam1,TT_Fam1,0,59.5,32,144,0,1,1,
,,Bacillus clausii KSM-K16,0,0,NC_006582,YP_174838.1,Phage_tail,Phage_tail,0.0055,24.3,38,198,1,0,1,
,,Bacillus clausii KSM-K16,0,0,NC_006582,YP_174838.1,TIGR01603,TIGR01603,1.50E-33,124.4,10,195,0,0,0,
,,Bacillus clausii KSM-K16,0,0,NC_006582,YP_175208.1,TT_Fam15,TT_Fam15,4.2,15.6,143,220,0,0,0,
,,Campylobacter jejuni RM1221,0,0,NC_003912,YP_178249.1,Phage_tube,Phage_tube,4.20E-19,77.1,4,169,0,0,0,
,,Ehrlichia ruminantium str. Welgevonden,0,0,NC_005295,YP_180256.1,Phage_tail_2,Phage_tail_2,0.01,24.3,2,126,0,0,0,
,,Dehalococcoides ethenogenes 195,0,0,NC_002936,YP_181795.1,TIGR01603,TIGR01603,4.50E-32,119.6,7,189,0,1,1,
,,Staphylococcus aureus subsp. aureus COL,0,0,NC_002951,YP_184917.1,TT_Fam16,TT_Fam16,3.1,16.1,335,383,1,0,1,
,,Staphylococcus aureus subsp. aureus COL,0,0,NC_002951,YP_184917.1,TT_Fam16,TT_Fam16,3.1,16.1,717,802,0,1,1,
,,Staphylococcus aureus subsp. aureus COL,0,0,NC_002951,YP_185267.1,Phage_tail,Phage_tail,0,53,27,202,1,0,1,
,,Staphylococcus aureus subsp. aureus COL,0,0,NC_002951,YP_185267.1,TIGR01603,TIGR01603,1.30E-18,75.7,7,199,0,0,0,
,,Staphylococcus aureus subsp. aureus COL,0,0,NC_002951,YP_185268.1,TT_Fam1,TT_Fam1,2.2,15.8,47,151,0,1,1,
,,Staphylococcus aureus subsp. aureus COL,0,0,NC_002951,YP_187008.1,Tail_tube,Tail_tube,3.7,15.7,4,48,1,0,1,
,,Staphylococcus aureus subsp. aureus COL,0,0,NC_002951,YP_187008.1,Tail_tube,Tail_tube,3.7,15.7,72,134,0,0,0,
,,Gluconobacter oxydans 621H,0,0,NC_006677,YP_192736.1,Tail_tube,Tail_tube,1.50E-31,117,7,124,0,0,0,
,,Synechococcus phage S-PM2,Synechococcus sp. SynWH7803,neg,NC_006820,YP_195137.1,Phage_T4_gp19,Phage_T4_gp19,0.000000051,41.1,17,179,0,0,0,
,,Synechococcus phage S-PM2,Synechococcus sp. SynWH7803,neg,NC_006820,YP_195144.1,Phage_T4_gp19,Phage_T4_gp19,0.0000024,35.7,19,161,0,0,0,
,,Ehrlichia ruminantium str. Gardel,0,0,NC_006831,YP_196325.1,Phage_tail_2,Phage_tail_2,0.01,24.3,2,126,0,0,0,
,,Ehrlichia ruminantium str. Welgevonden,0,0,NC_006832,YP_197280.1,Phage_tail_2,Phage_tail_2,0.015,23.8,3,126,0,0,0,
,,Xanthomonas oryzae pv. oryzae KACC 10331,0,0,NC_006834,YP_200333.1,Phage_tube,Phage_tube,0,243,2,169,0,0,0,
,,Neisseria gonorrhoeae FA 1090,0,0,NC_002946,YP_207653.1,TIGR01603,TIGR01603,5.9,14.8,9,95,0,0,0,
,,Bacteroides fragilis NCTC 9343,0,0,NC_003228,YP_211526.1,Tail_tube,Tail_tube,0.97,17.6,2,83,0,0,0,
,,Prochlorococcus phage P-SSM2,0,neg,NC_006883,YP_214245.1,Phage_T4_gp19,Phage_T4_gp19,0,50.8,21,195,0,0,0,
,,Prochlorococcus phage P-SSM2,0,neg,NC_006883,YP_214362.1,Phage_T4_gp19,Phage_T4_gp19,0,62,27,180,0,0,0,
,,Prochlorococcus phage P-SSM2,0,neg,NC_006883,YP_214369.1,Phage_T4_gp19,Phage_T4_gp19,0.00000012,39.9,27,170,0,0,0,
,,Prochlorococcus phage P-SSM4,0,neg,NC_006884,YP_214574.1,Phage_T4_gp19,Phage_T4_gp19,8,14.6,223,271,0,0,0,
,,Prochlorococcus phage P-SSM4,0,neg,NC_006884,YP_214664.1,Phage_T4_gp19,Phage_T4_gp19,0.0000000012,46.3,20,187,0,0,0,
,,Prochlorococcus phage P-SSM4,0,neg,NC_006884,YP_214672.1,Phage_T4_gp19,Phage_T4_gp19,0.0000000031,45,16,171,0,1,1,
,,Salmonella enterica subsp. enterica serovar Choleraesuis str.,0,0,NC_006905,YP_215978.1,Phage_tail_2,Phage_tail_2,3.3,16.2,312,413,1,1,1,
,,Salmonella enterica subsp. enterica serovar Choleraesuis str.,0,0,NC_006905,YP_215978.1,TT_Fam2,TT_Fam2,3.2,15.9,278,393,1,0,1,
,,Salmonella enterica subsp. enterica serovar Choleraesuis str.,0,0,NC_006905,YP_215978.1,TT_Fam1,TT_Fam1,0,243.1,279,509,0,1,1,
,,Salmonella enterica subsp. enterica serovar Choleraesuis str.,0,0,NC_006905,YP_216213.1,Phage_tail_2,Phage_tail_2,0.4,19.2,12,151,1,1,1,
,,Salmonella enterica subsp. enterica serovar Choleraesuis str.,0,0,NC_006905,YP_216213.1,CF-HK97,CF-HK97,0.0023,25.8,35,154,1,0,1,
,,Salmonella enterica subsp. enterica serovar Choleraesuis str.,0,0,NC_006905,YP_216213.1,TT_Fam1,TT_Fam1,0,313.7,1,247,0,1,1,
,,Salmonella enterica subsp. enterica serovar Choleraesuis str.,0,0,NC_006905,YP_217585.1,DUF3277,DUF3277,0,262.1,1,147,1,1,1,
,,Salmonella enterica subsp. enterica serovar Choleraesuis str.,0,0,NC_006905,YP_217585.1,TT_Fam13,TT_Fam13,0.34,18.6,5,106,1,0,1,
,,Salmonella enterica subsp. enterica serovar Choleraesuis str.,0,0,NC_006905,YP_217585.1,TT_Fam10,TT_Fam10,0.00051,28.3,31,138,0,0,0,
,,Salmonella enterica subsp. enterica serovar Choleraesuis str.,0,0,NC_006905,YP_219078.1,Phage_tube,Phage_tube,0,189.1,6,174,0,1,1,
,,Lactobacillus phage phiJL-1,Lactobacillus plantarum,pos,NC_006936,YP_223895.1,Phage_tail_2,Phage_tail_2,1.40E-25,98.4,15,155,1,0,1,
,,Lactobacillus phage phiJL-1,Lactobacillus plantarum,pos,NC_006936,YP_223895.1,TIGR02126,TIGR02126,5.40E-23,89.9,13,151,0,1,1,
,,Phage phiJL001,alpha proteobacterium JL001,neg,NC_006938,YP_224002.1,TT_Fam9,TT_Fam9,1.50E-28,108,388,547,1,0,1,
,,Phage phiJL001,alpha proteobacterium JL001,neg,NC_006938,YP_224002.1,TT_Fam5,TT_Fam5,0,58.1,424,543,0,1,1,
,,Enterobacteria phage ES18,Salmonella typhimurium,neg,NC_006949,YP_224154.1,Phage_tail_2,Phage_tail_2,4.20E-27,103.3,7,150,1,0,1,
,,Enterobacteria phage ES18,Salmonella typhimurium,neg,NC_006949,YP_224154.1,TIGR02126,TIGR02126,0.3,19.4,5,146,0,1,1,
,,Pseudomonas syringae pv. syringae B728a,0,0,NC_007005,YP_235860.1,CF-HK97,CF-HK97,0,234.4,51,215,1,0,1,
,,Pseudomonas syringae pv. syringae B728a,0,0,NC_007005,YP_235860.1,TT_Fam4,TT_Fam4,0.000023,32.6,4,122,0,0,0,
,,Pseudomonas syringae pv. syringae B728a,0,0,NC_007005,YP_237662.1,Tail_tube,Tail_tube,3.20E-37,135.3,1,115,0,1,1,
,,Streptococcus phage 2972,Streptococcus thermophilus,pos,NC_007019,YP_238498.1,Phage_tail_2,Phage_tail_2,6.10E-23,89.8,8,141,1,0,1,
,,Streptococcus phage 2972,Streptococcus thermophilus,pos,NC_007019,YP_238498.1,TIGR02126,TIGR02126,1.10E-37,137.4,6,137,0,0,0,
