Species,Host,GC,Gstain,Prot RefSeq,Hmm ID,Name,E value,Score,Start,Stop,Duplicate,DD,
Caulobacter phage CcrSwift,Caulobacter crescentus,neg,NC_019411,YP_006990058.1,U_RealTestIII,U_RealTestIII,4.60E-16,67.3,453,814,0,0,0
Streptomyces phage R4,Streptomyces coelicolor A3(2),pos,NC_019414,YP_006990131.1,TH_Fam5,TH_Fam5,0.051,22.3,7,110,0,0,0
Streptococcus phage phiNJ2,Streptococcus suis NJ2 serotype 9,pos,NC_019418,YP_006990330.1,Phage_Gp15,Phage_Gp15,0.0073,24.4,2,37,0,0,0
Streptococcus phage phiNJ2,Streptococcus suis NJ2 serotype 9,pos,NC_019418,YP_006990331.1,Phage_Gp15,Phage_Gp15,5.40E-21,83.5,3,136,0,0,0
Carnobacterium maltaromaticum LMA28,0,0,NC_019425,YP_006992714.1,U_RealTestIII,U_RealTestIII,4.30E-30,113.6,1,256,0,0,0
Carnobacterium maltaromaticum LMA28,0,0,NC_019425,YP_006992999.1,Phage_Gp15,Phage_Gp15,5.20E-43,155.2,3,185,0,0,0
Carnobacterium maltaromaticum LMA28,0,0,NC_019425,YP_006993014.1,U_RealTestIII,U_RealTestIII,3.00E-30,114.1,1,417,0,0,0
Carnobacterium maltaromaticum LMA28,0,0,NC_019425,YP_006993501.1,Phage_Gp15,Phage_Gp15,0,197,3,184,0,0,0
Lactococcus lactis subsp. cremoris UC509.9,0,0,NC_019435,YP_006999548.1,TIGR01715,TIGR01715,7.1,15.1,221,266,0,1,1
Brucella phage Tb,Brucella abortus 544,neg,NC_019446,YP_007002015.1,U_RealTestIII,U_RealTestIII,2.10E-12,55.2,55,195,1,0,1
Brucella phage Tb,Brucella abortus 544,neg,NC_019446,YP_007002015.1,U_RealTestIII,U_RealTestIII,2.10E-12,55.2,499,707,0,0,0
Vibrio phage CP-T1,Vibrio cholerae ElTor,neg,NC_019457,YP_007003063.1,U_RealTestIII,U_RealTestIII,1.60E-15,65.5,7,484,0,0,0
Salmonella phage RE-2010,Salmonella enterica subsp. enterica serova,neg,NC_019488,YP_007003535.1,Phage_P2_GpE,Phage_P2_GpE,2.70E-20,79.9,1,39,0,1,1
Enterobacteria phage Bp7,Escherichia coli O78.A,neg,NC_019500,YP_007004255.1,TH_Fam1,TH_Fam1,0.00000027,38.5,209,248,1,1,1
Enterobacteria phage Bp7,Escherichia coli O78.A,neg,NC_019500,YP_007004255.1,U_TH_T4,U_TH_T4,1.20E-13,58.7,200,250,1,0,1
Enterobacteria phage Bp7,Escherichia coli O78.A,neg,NC_019500,YP_007004255.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,0.012,23.6,199,250,0,1,1
Enterobacteria phage ime09,Escherichia coli,neg,NC_019503,YP_007004565.1,TH_Fam1,TH_Fam1,2.6,16.1,209,247,1,1,1
Enterobacteria phage ime09,Escherichia coli,neg,NC_019503,YP_007004565.1,U_TH_T4,U_TH_T4,2.10E-12,54.7,200,249,1,0,1
Enterobacteria phage ime09,Escherichia coli,neg,NC_019503,YP_007004565.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,0.1,20.6,199,249,0,1,1
Erwinia phage vB_EamM-Y2,Erwinia amylovora,neg,NC_019504,YP_007004712.1,U_RealTestIII,U_RealTestIII,0.000012,32.9,179,420,1,0,1
Erwinia phage vB_EamM-Y2,Erwinia amylovora,neg,NC_019504,YP_007004712.1,U_RealTestIII,U_RealTestIII,0.000012,32.9,477,661,0,1,1
Escherichia phage wV7,Escherichia coli,neg,NC_019505,YP_007004929.1,TH_Fam1,TH_Fam1,2.6,16.1,209,247,1,1,1
Escherichia phage wV7,Escherichia coli,neg,NC_019505,YP_007004929.1,U_TH_T4,U_TH_T4,3.00E-12,54.2,200,250,1,0,1
Escherichia phage wV7,Escherichia coli,neg,NC_019505,YP_007004929.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,0.48,18.5,199,250,0,0,0
Helicobacter phage 1961P,Helicobacter pylori,neg,NC_019512,YP_007005682.1,U_RealTestIII,U_RealTestIII,2.00E-19,78.3,7,427,0,0,0
Cyanophage S-TIM5,Synechococcus sp. WH8102,neg,NC_019516,YP_007006119.1,U_RealTestIII,U_RealTestIII,1.60E-13,58.9,18,430,0,0,0
Aeromonas phage vB_AsaM-56,Aeromonas salmonicida,neg,NC_019527,YP_007007737.1,U_RealTestIII,U_RealTestIII,0.00000082,36.8,42,396,0,0,0
Francisella tularensis subsp. holarctica F92,0,0,NC_019537,YP_007008327.1,TH_Fam4,TH_Fam4,7.3,14.5,107,159,0,0,0
Acinetobacter phage Bphi-B1251,Acinetobacter baumannii YMC/09/02/B1251,neg,NC_019541,YP_007010601.1,U_RealTestIII,U_RealTestIII,3.40E-22,87.5,3,333,0,1,1
Aeromonas phage Aes508,Aeromonas salmonicida,neg,NC_019543,YP_007010854.1,U_TH_T4,U_TH_T4,3.90E-17,69.9,126,149,1,1,1
Aeromonas phage Aes508,Aeromonas salmonicida,neg,NC_019543,YP_007010854.1,U_TH_T4,U_TH_T4,3.90E-17,69.9,197,249,1,1,1
Aeromonas phage Aes508,Aeromonas salmonicida,neg,NC_019543,YP_007010854.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,0.000012,33.2,46,69,1,0,1
Aeromonas phage Aes508,Aeromonas salmonicida,neg,NC_019543,YP_007010854.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,0.000012,33.2,196,249,0,0,0
Francisella tularensis subsp. holarctica FSC200,Homo sapiens,0,NC_019551,YP_007011242.1,TH_Fam4,TH_Fam4,7.3,14.5,107,159,0,0,0
Bdellovibrio bacteriovorus str. Tiberius,0,0,NC_019567,YP_007021212.1,U_RealTestIII,U_RealTestIII,3.30E-18,74.4,29,408,0,0,0
Bdellovibrio bacteriovorus str. Tiberius,0,0,NC_019567,YP_007022870.1,Phage_Gp15,Phage_Gp15,7.9,14.5,246,367,0,0,0
Saccharothrix espanaensis DSM 44229,0,0,NC_019673,YP_007035425.1,TH_Fam4,TH_Fam4,7.5,14.5,191,233,0,1,1
Saccharothrix espanaensis DSM 44229,0,0,NC_019673,YP_007039338.1,Phage_P2_GpE,Phage_P2_GpE,3.7,15.4,12,48,1,0,1
Saccharothrix espanaensis DSM 44229,0,0,NC_019673,YP_007039338.1,TH_Fam1,TH_Fam1,1.60E-16,68,6,44,0,0,0
Saccharothrix espanaensis DSM 44229,0,0,NC_019673,YP_007040635.1,TH_Fam1,TH_Fam1,8.40E-14,59.3,6,44,0,0,0
Rivularia sp. PCC 7116,0,0,NC_019678,YP_007058125.1,TH_Fam1,TH_Fam1,1.20E-14,62,208,245,0,1,1
Calothrix sp. PCC 7507,0,0,NC_019682,YP_007066948.1,TH_Fam1,TH_Fam1,1.10E-13,58.9,200,237,1,0,1
Calothrix sp. PCC 7507,0,0,NC_019682,YP_007066948.1,U_TH_T4,U_TH_T4,0.019,22.9,204,237,0,1,1
Oscillatoria acuminata PCC 6304,0,0,NC_019693,YP_007084686.1,Phage_P2_GpE,Phage_P2_GpE,0.73,17.7,8,37,1,1,1
Oscillatoria acuminata PCC 6304,0,0,NC_019693,YP_007084686.1,TH_Fam1,TH_Fam1,1.00E-15,65.4,2,40,1,0,1
Oscillatoria acuminata PCC 6304,0,0,NC_019693,YP_007084686.1,U_TH_T4,U_TH_T4,0.21,19.5,1,42,0,0,0
Chroococcidiopsis thermalis PCC 7203,0,0,NC_019695,YP_007089725.1,Phage_tail_T,Phage_tail_T,2.1,17.2,37,128,0,1,1
Synechococcus sp. PCC 7502,0,0,NC_019702,YP_007106288.1,TH_Fam1,TH_Fam1,5.7,15,287,301,1,0,1
Synechococcus sp. PCC 7502,0,0,NC_019702,YP_007106288.1,TH_Fam1,TH_Fam1,5.7,15,940,953,0,0,0
Synechococcus sp. PCC 7502,0,0,NC_019702,YP_007106488.1,DUF1799,DUF1799,6.8,14.9,102,175,0,1,1
Enterobacteria phage mEp237,0,neg,NC_019704,YP_007111387.1,Phage_tail_T,Phage_tail_T,4.50E-38,138.2,2,106,1,0,1
Enterobacteria phage mEp237,0,neg,NC_019704,YP_007111387.1,TIGR01715,TIGR01715,0,181.1,1,105,0,1,1
Enterobacteria phage mEp043 c-1,0,neg,NC_019706,YP_007111515.1,Phage_tail_T,Phage_tail_T,1.30E-26,101.3,1,90,1,0,1
Enterobacteria phage mEp043 c-1,0,neg,NC_019706,YP_007111515.1,TIGR01715,TIGR01715,3.10E-33,122.5,1,90,0,0,0
Enterobacteria phage mEpX1,0,neg,NC_019709,YP_007111649.1,DUF4035,DUF4035,2.40E-21,83.2,27,79,0,1,1
Enterobacteria phage HK629,0,neg,NC_019711,YP_007111789.1,Phage_tail_T,Phage_tail_T,0,192.6,11,113,1,1,1
Enterobacteria phage HK629,0,neg,NC_019711,YP_007111789.1,Phage_tail_T,Phage_tail_T,0,192.6,115,144,1,1,1
Enterobacteria phage HK629,0,neg,NC_019711,YP_007111789.1,TIGR01715,TIGR01715,0,189.1,5,111,1,0,1
Enterobacteria phage HK629,0,neg,NC_019711,YP_007111789.1,TIGR01715,TIGR01715,0,189.1,113,144,0,0,0
Enterobacteria phage HK446,0,neg,NC_019714,YP_007111964.1,DUF4035,DUF4035,1.70E-20,80.5,159,211,0,0,0
Enterobacterial phage mEp234,0,neg,NC_019715,YP_007112025.1,DUF4035,DUF4035,2.50E-21,83.2,28,80,0,1,1
Enterobacteria phage mEp460,0,neg,NC_019716,YP_007112086.1,Phage_tail_T,Phage_tail_T,0,182.8,6,108,1,0,1
Enterobacteria phage mEp460,0,neg,NC_019716,YP_007112086.1,TIGR01715,TIGR01715,3.30E-37,135.3,1,106,0,1,1
Enterobacteria phage HK225,0,neg,NC_019717,YP_007112147.1,Phage_tail_T,Phage_tail_T,6.30E-38,137.7,2,106,1,0,1
Enterobacteria phage HK225,0,neg,NC_019717,YP_007112147.1,TIGR01715,TIGR01715,0,176.5,1,105,0,0,0
Enterobacteria phage vB_EcoS_Rogue1,0,neg,NC_019718,YP_007112233.1,DUF1799,DUF1799,1.50E-19,77.9,1,79,0,1,1
Enterobacterial phage mEp213,0,neg,NC_019720,YP_007112355.1,Phage_tail_T,Phage_tail_T,1.30E-26,101.3,1,90,1,0,1
Enterobacterial phage mEp213,0,neg,NC_019720,YP_007112355.1,TIGR01715,TIGR01715,3.10E-33,122.5,1,90,0,0,0
Enterobacterial phage mEp390,0,neg,NC_019721,YP_007112429.1,DUF4035,DUF4035,2.20E-21,83.3,27,79,0,1,1
Enterobacteria phage HK630,0,neg,NC_019723,YP_007112553.1,Phage_tail_T,Phage_tail_T,0,192.6,11,113,1,1,1
Enterobacteria phage HK630,0,neg,NC_019723,YP_007112553.1,Phage_tail_T,Phage_tail_T,0,192.6,115,144,1,1,1
Enterobacteria phage HK630,0,neg,NC_019723,YP_007112553.1,TIGR01715,TIGR01715,0,189.1,5,111,1,0,1
Enterobacteria phage HK630,0,neg,NC_019723,YP_007112553.1,TIGR01715,TIGR01715,0,189.1,113,144,0,0,0
Enterobacteria phage HK578,0,neg,NC_019724,YP_007112623.1,DUF1799,DUF1799,5.90E-22,85.6,19,98,0,0,0
Escherichia phage ADB-2,0,neg,NC_019725,YP_007112715.1,DUF1799,DUF1799,1.40E-17,71.6,1,60,0,1,1
Crinalium epipsammum PCC 9333,0,0,NC_019753,YP_007141535.1,TH_Fam1,TH_Fam1,5.40E-15,63.1,208,246,1,0,1
Crinalium epipsammum PCC 9333,0,0,NC_019753,YP_007141535.1,U_TH_T4,U_TH_T4,0.56,18.1,206,245,0,1,1
Cylindrospermum stagnale PCC 7417,0,0,NC_019757,YP_007146838.1,Phage_P2_GpE,Phage_P2_GpE,4.6,15.1,13,39,1,0,1
Cylindrospermum stagnale PCC 7417,0,0,NC_019757,YP_007146838.1,TH_Fam1,TH_Fam1,9.50E-17,68.7,7,45,0,1,1
Cylindrospermum stagnale PCC 7417,0,0,NC_019757,YP_007148816.1,TH_Fam12,TH_Fam12,0.21,19.9,70,125,1,1,1
Cylindrospermum stagnale PCC 7417,0,0,NC_019757,YP_007148816.1,TH_Fam12,TH_Fam12,0.21,19.9,117,170,1,1,1
Cylindrospermum stagnale PCC 7417,0,0,NC_019757,YP_007148816.1,TH_Fam12,TH_Fam12,0.21,19.9,162,211,1,1,1
Cylindrospermum stagnale PCC 7417,0,0,NC_019757,YP_007148816.1,TH_Fam12,TH_Fam12,0.21,19.9,210,259,1,1,1
Cylindrospermum stagnale PCC 7417,0,0,NC_019757,YP_007148816.1,TH_Fam12,TH_Fam12,0.21,19.9,230,279,1,1,1
Cylindrospermum stagnale PCC 7417,0,0,NC_019757,YP_007148816.1,TH_Fam12,TH_Fam12,0.21,19.9,255,301,1,1,1
Cylindrospermum stagnale PCC 7417,0,0,NC_019757,YP_007148816.1,TH_Fam12,TH_Fam12,0.21,19.9,278,336,1,1,1
Cylindrospermum stagnale PCC 7417,0,0,NC_019757,YP_007148816.1,TH_Fam12,TH_Fam12,0.21,19.9,315,372,1,1,1
Cylindrospermum stagnale PCC 7417,0,0,NC_019757,YP_007148816.1,TH_Fam12,TH_Fam12,0.21,19.9,337,388,1,0,1
Cylindrospermum stagnale PCC 7417,0,0,NC_019757,YP_007148816.1,TH_Fam12,TH_Fam12,0.21,19.9,381,442,0,0,0
Enterococcus faecalis str. Symbioflor 1,0,0,NC_019770,YP_007152897.1,TH_Fam2,TH_Fam2,7.10E-11,50,24,109,0,0,0
Enterococcus faecalis str. Symbioflor 1,0,0,NC_019770,YP_007153291.1,Phage_Gp15,Phage_Gp15,3.29E-43,155.9,2,178,0,0,0
Enterococcus faecalis str. Symbioflor 1,0,0,NC_019770,YP_007153606.1,TH_Fam2,TH_Fam2,1.90E-11,51.8,1,75,0,1,1
Anabaena cylindrica PCC 7122,0,0,NC_019771,YP_007154718.1,TH_Fam1,TH_Fam1,4.00E-16,66.7,6,44,1,0,1
Anabaena cylindrica PCC 7122,0,0,NC_019771,YP_007154718.1,U_TH_T4,U_TH_T4,1.7,16.5,3,51,0,1,1
Anabaena cylindrica PCC 7122,0,0,NC_019771,YP_007155454.1,TH_Fam12,TH_Fam12,8.1,14.8,2,43,1,0,1
Anabaena cylindrica PCC 7122,0,0,NC_019771,YP_007155454.1,TH_Fam12,TH_Fam12,8.1,14.8,104,174,0,0,0
Anabaena cylindrica PCC 7122,0,0,NC_019771,YP_007159550.1,TH_Fam2,TH_Fam2,9.7,14.3,11,76,0,0,0
Deinococcus peraridilitoris DSM 19664,0,0,NC_019793,YP_007180765.1,U_RealTestIII,U_RealTestIII,5.50E-27,103.3,51,491,0,0,0
Deinococcus peraridilitoris DSM 19664,0,0,NC_019793,YP_007180849.1,U_RealTestIII,U_RealTestIII,0.21,19,73,327,0,0,0
Singulisphaera acidiphila DSM 18658,0,0,NC_019892,YP_007201416.1,TH_Fam1,TH_Fam1,6.5,14.8,85,105,0,0,0
Thermobacillus composti KWC4,0,0,NC_019897,YP_007212641.1,TH_Fam6,TH_Fam6,3,16.5,2,53,0,0,0
Echinicola vietnamensis DSM 17526,0,0,NC_019904,YP_007222436.1,TH_Fam10,TH_Fam10,6.8,14.9,39,71,0,0,0
Pseudomonas putida HB3267,Homo sapiens,0,NC_019905,YP_007228926.1,TH-EcoilSE11,TH-EcoilSE11,6.60E-17,69.3,17,80,0,0,0
Pseudomonas putida HB3267,Homo sapiens,0,NC_019905,YP_007230200.1,Phage_P2_GpE,Phage_P2_GpE,7.10E-18,72.1,1,39,0,0,0
Brachyspira pilosicoli P43/6/78,0,0,NC_019908,YP_007233837.1,U_TH_T4,U_TH_T4,6.4,14.7,86,113,0,1,1
Yersinia phage phiR1-RT,Yersinia enterocolitica,neg,NC_019909,YP_007236026.1,U_TH_T4,U_TH_T4,3.20E-10,47.7,199,249,1,0,1
Yersinia phage phiR1-RT,Yersinia enterocolitica,neg,NC_019909,YP_007236026.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,0.32,19,198,249,0,1,1
Salmonella phage SKML-39,0,neg,NC_019910,YP_007236194.1,U_TH_T4,U_TH_T4,5.00E-11,50.3,1,49,1,0,1
Salmonella phage SKML-39,0,neg,NC_019910,YP_007236194.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,0.74,17.8,1,49,0,0,0
Staphylococcus phage StB27,Staphylococcus hominis,pos,NC_019914,YP_007236609.1,TH_Fam2,TH_Fam2,0.41,18.7,15,113,0,1,1
Dickeya phage Limestone,Dickeya solani,neg,NC_019925,YP_007237382.1,U_TH_T4,U_TH_T4,5.00E-11,50.3,1,49,1,0,1
Dickeya phage Limestone,Dickeya solani,neg,NC_019925,YP_007237382.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,0.74,17.8,1,49,0,1,1
Dickeya phage Limestone,Dickeya solani,neg,NC_019925,YP_007237439.1,U_TH_T4,U_TH_T4,0.46,18.4,49,83,1,0,1
Dickeya phage Limestone,Dickeya solani,neg,NC_019925,YP_007237439.1,U_TH_T4,U_TH_T4,0.46,18.4,75,106,0,0,0
Helicobacter phage KHP30,Helicobacter pylori strain 3401,neg,NC_019928,YP_007237638.1,U_RealTestIII,U_RealTestIII,6.30E-22,86.6,1,423,0,0,0
Helicobacter phage KHP40,Helicobacter pylori strain KMT83,neg,NC_019931,YP_007237998.1,U_RealTestIII,U_RealTestIII,2.30E-19,78.1,1,423,0,0,0
Xanthomonas phage CP1,Xanthomonas citri,neg,NC_019933,YP_007238086.1,DUF1799,DUF1799,2.80E-16,67.4,1,66,0,1,1
Thioflavicoccus mobilis 8321,0,0,NC_019940,YP_007243250.1,TH_Fam1,TH_Fam1,1.70E-14,61.5,195,232,1,0,1
Thioflavicoccus mobilis 8321,0,0,NC_019940,YP_007243250.1,U_TH_T4,U_TH_T4,0.65,17.9,196,231,0,0,0
Mycoplasma cynos C142,0,0,NC_019949,YP_007258185.1,TH_Fam2,TH_Fam2,6.6,14.8,98,184,0,0,0
Mycobacterium canettii CIPT 140060008,0,0,NC_019950,YP_007260007.1,TH_Fam5,TH_Fam5,7.7,15.3,508,638,0,0,0
Tepidanaerobacter acetatoxydans Re1,0,0,NC_019954,YP_007273440.1,TH-BGamma,TH-BGamma,0.0055,25.1,7,49,0,0,0
Mycobacterium canettii CIPT 140070008,0,0,NC_019965,YP_007287189.1,TH_Fam5,TH_Fam5,7.7,15.3,508,638,0,1,1
Mycobacterium smegmatis JS623,Homo sapiens,0,NC_019966,YP_007293352.1,U_TH_T4,U_TH_T4,7.7,14.5,24,55,1,0,1
Mycobacterium smegmatis JS623,Homo sapiens,0,NC_019966,YP_007293352.1,U_TH_T4,U_TH_T4,7.7,14.5,48,92,0,0,0
Desulfovibrio hydrothermalis AM13 = DSM 14728,0,0,NC_020055,YP_007324337.1,Phage_P2_GpE,Phage_P2_GpE,0.0094,23.7,4,36,0,0,0
Desulfovibrio hydrothermalis AM13 = DSM 14728,0,0,NC_020055,YP_007326494.1,TIGR01715,TIGR01715,1.8,17,187,259,0,0,0
Enterobacteriaceae bacterium strain FGI 57,0,0,NC_020063,YP_007340621.1,DUF1799,DUF1799,7.60E-25,94.9,18,98,0,0,0
Serratia marcescens FGI94,0,0,NC_020064,YP_007344280.1,TH_Fam4,TH_Fam4,1.2,17,17,73,0,1,1
Klebsiella phage KP27,Klebsiella pneumoniae,neg,NC_020080,YP_007348742.1,U_TH_T4,U_TH_T4,4.20E-16,66.6,192,247,1,0,1
Klebsiella phage KP27,Klebsiella pneumoniae,neg,NC_020080,YP_007348742.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,0.000095,30.3,191,245,0,0,0
Riemerella anatipestifer RA-CH-2,0,0,NC_020125,YP_007356497.1,TIGR01715,TIGR01715,2.1,16.8,140,198,0,1,1
Myxococcus stipitatus DSM 14675,0,0,NC_020126,YP_007363849.1,TH_Fam1,TH_Fam1,6.90E-14,59.6,222,260,1,0,1
Myxococcus stipitatus DSM 14675,0,0,NC_020126,YP_007363849.1,U_TH_T4,U_TH_T4,1.6,16.7,224,257,0,0,0
Mycobacterium liflandii 128FXT,0,0,NC_020133,YP_007366851.1,Phage_P2_GpE,Phage_P2_GpE,3.1,15.7,75,101,0,0,0
Escherichia coli APEC O78,0,0,NC_020163,YP_007380869.1,Phage_P2_GpE,Phage_P2_GpE,2.80E-21,83,1,39,0,0,0
Enterobacter aerogenes EA1509E,0,0,NC_020181,YP_007388206.1,TH_Fam4,TH_Fam4,1.6,16.6,18,74,0,1,1
Enterobacter aerogenes EA1509E,0,0,NC_020181,YP_007388369.1,Phage_tail_T,Phage_tail_T,3.00E-23,90.6,1,90,1,0,1
Enterobacter aerogenes EA1509E,0,0,NC_020181,YP_007388369.1,TIGR01715,TIGR01715,3.10E-30,112.8,1,90,0,0,0
Enterobacter aerogenes EA1509E,0,0,NC_020181,YP_007388769.1,DUF4035,DUF4035,4.2,15.2,303,343,0,0,0
Enterobacter aerogenes EA1509E,0,0,NC_020181,YP_007391338.1,Phage_P2_GpE,Phage_P2_GpE,5.70E-21,82,1,39,0,0,0
Enterobacter aerogenes EA1509E,0,0,NC_020181,YP_007391390.1,DUF4035,DUF4035,6.30E-17,69.1,31,83,0,0,0
Streptococcus phage TP-J34,Streptococcus thermophilus,pos,NC_020197,YP_007392289.1,TH_Fam2,TH_Fam2,0.00012,30,14,97,0,0,0
Klebsiella phage JD001,Klebsiella pneumoniae JDM777,neg,NC_020204,YP_007392855.1,U_RealTestIII,U_RealTestIII,1.90E-17,71.8,8,479,0,0,0
Enterococcus faecium NRRL B-2354,0,0,NC_020207,YP_007394048.1,Phage_Gp15,Phage_Gp15,7.40E-36,131.9,3,180,0,0,0
Enterococcus faecium NRRL B-2354,0,0,NC_020207,YP_007394714.1,Phage_Gp15,Phage_Gp15,7.40E-36,131.9,3,180,0,0,0
Pseudomonas poae RE*1-1-14,0,0,NC_020209,YP_007398417.1,Phage_P2_GpE,Phage_P2_GpE,9.50E-18,71.7,1,39,0,0,0
Serratia marcescens WW4,0,0,NC_020211,YP_007405672.1,TH_Fam4,TH_Fam4,1.3,16.9,17,72,0,0,0
Lactobacillus plantarum ZJ316,Homo sapiens,0,NC_020229,YP_007413650.1,TH_Fam2,TH_Fam2,7.4,14.7,54,110,0,0,0
Lactobacillus plantarum ZJ316,Homo sapiens,0,NC_020229,YP_007415059.1,Phage_Gp15,Phage_Gp15,2.80E-21,84.4,1,147,0,0,0
Bacillus thuringiensis serovar kurstaki str. HD73,0,0,NC_020238,YP_007419897.1,TH-BGamma,TH-BGamma,6.70E-32,117.7,1,50,0,0,0
Bacillus thuringiensis serovar kurstaki str. HD73,0,0,NC_020238,YP_007421389.1,TH-BGamma,TH-BGamma,6.50E-32,117.8,1,50,0,0,0
Bacillus thuringiensis serovar kurstaki str. HD73,0,0,NC_020238,YP_007422498.1,TH-BGamma,TH-BGamma,7,15.2,49,108,0,0,0
Bacillus thuringiensis serovar kurstaki str. HD73,0,0,NC_020238,YP_007424347.1,TH-BGamma,TH-BGamma,3.60E-21,83.4,1,37,0,0,0
Bacillus subtilis XF-1,0,0,NC_020244,YP_007425801.1,Phage_Gp15,Phage_Gp15,1.40E-45,164.2,4,183,0,0,0
Mycobacterium bovis BCG str. Korea 1168P,0,0,NC_020245,YP_007430428.1,TH_Fam5,TH_Fam5,7.6,15.3,508,638,0,0,0
Cronobacter sakazakii SP291,0,0,NC_020260,YP_007439246.1,Phage_P2_GpE,Phage_P2_GpE,9.70E-21,81.3,1,39,0,1,1
Synechocystis sp. PCC 6803,0,0,NC_020286,YP_007450862.1,Phage_Gp15,Phage_Gp15,7.5,14.5,158,224,1,0,1
Synechocystis sp. PCC 6803,0,0,NC_020286,YP_007450862.1,Phage_Gp15,Phage_Gp15,7.5,14.5,283,318,0,0,0
Clostridium saccharoperbutylacetonicum N1-4(HMT),0,0,NC_020291,YP_007453556.1,TH_Fam10,TH_Fam10,0.8,17.9,268,313,0,0,0
Clostridium saccharoperbutylacetonicum N1-4(HMT),0,0,NC_020291,YP_007453784.1,Phage_Gp15,Phage_Gp15,6.10E-22,86.6,3,175,0,0,0
Clostridium saccharoperbutylacetonicum N1-4(HMT),0,0,NC_020291,YP_007454861.1,Phage_Gp15,Phage_Gp15,8.2,14.4,5,49,0,1,1
Clostridium saccharoperbutylacetonicum N1-4(HMT),0,0,NC_020291,YP_007456138.1,U_TH_T4,U_TH_T4,1.3,17,40,73,1,0,1
Clostridium saccharoperbutylacetonicum N1-4(HMT),0,0,NC_020291,YP_007456138.1,U_TH_T4,U_TH_T4,1.3,17,91,117,0,0,0
Clostridium saccharoperbutylacetonicum N1-4(HMT),0,0,NC_020291,YP_007458696.1,U_RealTestIII,U_RealTestIII,0,172.4,21,479,0,1,1
Bartonella vinsonii subsp. berkhoffii str. Winnie,Canis lupus familiaris,0,NC_020301,YP_007463014.1,Phage_P2_GpE,Phage_P2_GpE,6.50E-13,56.2,95,131,1,1,1
Bartonella vinsonii subsp. berkhoffii str. Winnie,Canis lupus familiaris,0,NC_020301,YP_007463014.1,TH_Fam1,TH_Fam1,0.15,20,48,69,1,0,1
Bartonella vinsonii subsp. berkhoffii str. Winnie,Canis lupus familiaris,0,NC_020301,YP_007463014.1,TH_Fam1,TH_Fam1,0.15,20,95,118,0,0,0
Desulfocapsa sulfexigens DSM 10523,0,0,NC_020304,YP_007466798.1,Phage_P2_GpE,Phage_P2_GpE,3.3,15.6,297,322,0,0,0
Salmonella enterica subsp. enterica serovar Javiana str.,0,0,NC_020307,YP_007473703.1,Phage_P2_GpE,Phage_P2_GpE,8.30E-20,78.3,1,39,0,0,0
Salmonella enterica subsp. enterica serovar Javiana str.,0,0,NC_020307,YP_007473733.1,Phage_P2_GpE,Phage_P2_GpE,9.30E-21,81.3,1,39,0,0,0
Bacillus thuringiensis serovar thuringiensis str. IS5056,0,0,NC_020376,YP_007477097.1,U_RealTestIII,U_RealTestIII,2.60E-25,97.7,1,384,0,1,1
Bacillus thuringiensis serovar thuringiensis str. IS5056,0,0,NC_020376,YP_007478323.1,U_RealTestIII,U_RealTestIII,9.3,13.5,218,283,1,0,1
Bacillus thuringiensis serovar thuringiensis str. IS5056,0,0,NC_020376,YP_007478323.1,U_RealTestIII,U_RealTestIII,9.3,13.5,357,562,0,0,0
Bacillus thuringiensis serovar thuringiensis str. IS5056,0,0,NC_020376,YP_007479096.1,TH_Fam12,TH_Fam12,0,265,1,116,0,0,0
Bacillus thuringiensis serovar thuringiensis str. IS5056,0,0,NC_020376,YP_007480276.1,TH-BCereus,TH-BCereus,0.47,18.9,1,53,0,0,0
Bacillus thuringiensis serovar thuringiensis str. IS5056,0,0,NC_020376,YP_007481496.1,TH_Fam10,TH_Fam10,0.00000034,38.3,14,62,0,0,0
Dehalococcoides mccartyi BTF08,0,0,NC_020387,YP_007485311.1,U_RealTestIII,U_RealTestIII,1.60E-27,105,2,387,0,1,1
Salmonella phage S16,Salmonella enterica,neg,NC_020416,YP_007501224.1,TH_Fam1,TH_Fam1,1.3,17.1,211,247,1,1,1
Salmonella phage S16,Salmonella enterica,neg,NC_020416,YP_007501224.1,U_TH_T4,U_TH_T4,3.20E-11,50.9,200,250,1,0,1
Salmonella phage S16,Salmonella enterica,neg,NC_020416,YP_007501224.1,U_TH_Syn-Aeh,U_TH_Syn-Aeh,0.025,22.5,199,250,0,0,0
Morganella morganii subsp. morganii KT,Homo sapiens,0,NC_020418,YP_007506073.1,DUF4035,DUF4035,8.80E-19,75,27,79,0,1,1
Morganella morganii subsp. morganii KT,Homo sapiens,0,NC_020418,YP_007506659.1,TH_Fam6,TH_Fam6,6.7,15.4,56,105,1,0,1
Morganella morganii subsp. morganii KT,Homo sapiens,0,NC_020418,YP_007506659.1,TH_Fam6,TH_Fam6,6.7,15.4,144,202,0,0,0
